player,team,games_played,per,ts,usg,ws_48,bpm,vorp,season,player_id,min,off_rating,def_rating,nationality,player_origin,seasons_played,composite_score,rank
PJ Tucker,LAC,31.0,5.9,0.507,5.3,0.068,-3.6,-0.2,2023-24,200782.0,15.7,112.4,113.7,USA,USA,2,0.5444753621731946,275
PJ Washington,CHA,65.0,13.6,0.588,15.6,0.091,-0.1,0.9,2021-22,1629023.0,27.2,115.0,111.5,USA,USA,3,0.6155884054691716,137
PJ Washington,CHA,73.0,12.9,0.542,20.6,0.052,-1.3,0.4,2022-23,1629023.0,32.6,107.5,114.8,USA,USA,3,0.6133660370176333,186
PJ Washington,DAL,73.0,12.2,0.537,19.1,0.04,-2.1,-0.1,2023-24,1629023.0,30.4,112.8,115.6,USA,USA,3,0.6100111883959558,180
Paolo Banchero,ORL,72.0,14.9,0.529,27.5,0.047,-1.5,0.3,2022-23,1631094.0,33.7,111.1,115.3,USA,USA,2,0.642181890972828,113
Paolo Banchero,ORL,80.0,17.3,0.546,29.7,0.09,1.3,2.3,2023-24,1631094.0,35.0,111.9,111.9,USA,USA,2,0.669964493087209,57
Pascal Siakam,TOR,68.0,20.3,0.565,25.8,0.151,3.5,3.6,2021-22,1627783.0,37.9,114.3,109.6,Cameroon,International,3,0.6808966041022199,23
Pascal Siakam,TOR,71.0,20.3,0.565,27.2,0.141,3.1,3.4,2022-23,1627783.0,37.4,115.6,113.3,Cameroon,International,3,0.6951702217009913,28
Pascal Siakam,IND,80.0,19.7,0.601,25.3,0.124,1.9,2.7,2023-24,1627783.0,33.2,117.6,115.3,Cameroon,International,3,0.6934820873552278,32
Pat Connaughton,MIL,65.0,13.4,0.62,14.0,0.125,1.2,1.4,2021-22,1626192.0,26.0,111.3,112.1,USA,USA,3,0.6215813633247697,116
Pat Connaughton,MIL,61.0,10.0,0.531,13.8,0.085,-1.0,0.3,2022-23,1626192.0,23.7,113.3,109.9,USA,USA,3,0.582126038567076,255
Pat Connaughton,MIL,76.0,9.6,0.574,10.9,0.08,-1.6,0.2,2023-24,1626192.0,22.1,115.1,115.9,USA,USA,3,0.5967118000009233,211
Patrick Beverley,MIN,58.0,14.8,0.539,16.1,0.132,2.7,1.7,2021-22,201976.0,25.4,113.6,109.8,USA,USA,3,0.6195270764052203,125
Patrick Beverley,CHI,67.0,8.9,0.534,10.6,0.079,-1.2,0.3,2022-23,201976.0,27.1,111.6,113.1,USA,USA,3,0.5764040089072299,268
Patrick Beverley,MIL,73.0,11.6,0.539,14.3,0.09,-1.1,0.3,2023-24,201976.0,20.0,110.7,112.2,USA,USA,3,0.5912770986691165,224
Patrick Williams,CHI,17.0,12.7,0.637,14.2,0.099,-1.5,0.0,2021-22,1630172.0,24.8,107.8,113.3,USA,USA,2,0.6057871773784372,170
Patrick Williams,CHI,82.0,11.2,0.576,15.7,0.072,-1.3,0.4,2022-23,1630172.0,28.3,110.7,113.2,USA,USA,2,0.6020383722343096,217
Patrick Williams,CHI,43.0,11.0,0.553,16.6,0.048,-2.3,-0.1,2023-24,1630172.0,27.3,114.3,115.5,USA,USA,2,0.6048972465323932,194
Paul George,LAC,31.0,18.6,0.538,33.7,0.057,3.7,1.6,2021-22,202331.0,34.8,108.2,103.9,USA,USA,2,0.649481238255588,62
Paul George,LAC,56.0,19.6,0.588,29.5,0.114,2.8,2.3,2022-23,202331.0,34.6,116.5,112.5,USA,USA,2,0.6928431401870674,30
Paul George,LAC,74.0,19.3,0.613,26.6,0.14,3.2,3.3,2023-24,202331.0,33.8,121.2,112.1,USA,USA,2,0.7025622956456516,25
Precious Achiuwa,TOR,73.0,12.7,0.503,18.5,0.07,-2.6,-0.2,2021-22,1630173.0,23.6,108.7,106.7,Nigeria,International,3,0.5738263018108648,238
Precious Achiuwa,TOR,55.0,15.2,0.554,19.4,0.093,-2.3,-0.1,2022-23,1630173.0,20.7,114.0,115.6,Nigeria,International,3,0.6266494050514909,151
Precious Achiuwa,NYK,74.0,14.6,0.545,15.9,0.102,-1.4,0.2,2023-24,1630173.0,21.9,111.2,112.3,Nigeria,International,3,0.6034869931310756,199
Quentin Grimes,NYK,46.0,10.7,0.565,15.1,0.087,-0.3,0.3,2021-22,1629656.0,17.1,102.0,105.0,USA,USA,3,0.5640036941019542,252
Quentin Grimes,NYK,71.0,11.7,0.619,14.4,0.108,-0.1,1.0,2022-23,1629656.0,29.9,118.6,114.2,USA,USA,3,0.6296028128200022,144
Quentin Grimes,DET,51.0,8.9,0.516,15.8,0.06,-2.2,-0.1,2023-24,1629656.0,20.1,108.1,109.1,USA,USA,3,0.5674991665426858,263
RJ Barrett,NYK,70.0,13.7,0.511,27.6,0.046,-1.6,0.2,2021-22,1629628.0,34.5,108.3,111.6,Canada,International,3,0.6220809753282187,114
RJ Barrett,NYK,73.0,12.9,0.531,26.2,0.043,-3.1,-0.7,2022-23,1629628.0,33.9,115.3,116.5,Canada,International,3,0.6349523034422156,132
RJ Barrett,TOR,58.0,16.4,0.58,26.5,0.075,-0.8,0.6,2023-24,1629628.0,31.7,113.6,116.9,Canada,International,3,0.6640546984108738,62
RJ Hampton,ORL,64.0,8.5,0.481,18.4,-0.005,-4.1,-0.7,2021-22,1630181.0,21.9,99.1,113.5,USA,USA,2,0.5553565425071133,255
RJ Hampton,DET,47.0,10.8,0.558,17.8,0.042,-2.9,-0.2,2022-23,1630181.0,15.9,107.1,115.8,USA,USA,2,0.5980806416572603,231
RJ Hampton,MIA,8.0,0.9,0.336,10.5,-0.038,-9.5,-0.1,2023-24,1630181.0,9.5,118.4,107.8,USA,USA,2,0.4956819190015598,278
Reggie Bullock Jr,DAL,68.0,9.2,0.558,13.3,0.08,-1.4,0.3,2021-22,203493.0,28.0,113.3,106.7,USA,USA,2,0.572587195141524,239
Reggie Bullock Jr,DAL,78.0,7.7,0.577,10.0,0.056,-2.6,-0.4,2022-23,203493.0,30.3,114.7,116.5,USA,USA,2,0.583861944228654,252
Reggie Bullock Jr,HOU,44.0,7.7,0.582,9.4,0.072,-2.4,0.0,2023-24,203493.0,9.5,107.8,113.0,USA,USA,2,0.5678399003903544,261
Reggie Jackson,LAC,75.0,12.1,0.488,27.6,0.008,-3.0,-0.6,2021-22,202704.0,31.2,108.2,109.4,USA,USA,3,0.5968099475486399,192
Reggie Jackson,DEN,68.0,10.0,0.514,20.8,0.018,-3.9,-0.8,2022-23,202704.0,24.4,109.5,111.7,USA,USA,3,0.5823315568081271,254
Reggie Jackson,DEN,82.0,11.7,0.521,21.7,0.056,-3.2,-0.6,2023-24,202704.0,22.2,112.0,110.6,USA,USA,3,0.5966273766690497,212
Robert Covington,LAC,71.0,12.4,0.572,13.5,0.08,0.2,1.1,2021-22,203496.0,27.3,110.9,110.2,USA,USA,2,0.5950692054241059,198
Robert Covington,LAC,48.0,14.2,0.584,15.6,0.117,1.7,0.7,2022-23,203496.0,16.2,109.2,110.2,USA,USA,2,0.608985311422218,198
Robert Covington,PHI,29.0,13.6,0.58,10.7,0.145,2.2,0.5,2023-24,203496.0,16.8,115.6,103.6,USA,USA,2,0.5832586728732488,239
Romeo Langford,SAS,48.0,9.2,0.52,12.9,0.082,-1.4,0.1,2021-22,1629641.0,16.1,104.0,103.1,USA,USA,2,0.5407819604486366,266
Romeo Langford,SAS,43.0,10.4,0.524,15.4,0.029,-4.2,-0.5,2022-23,1629641.0,19.6,107.0,115.5,USA,USA,2,0.5773885114930033,266
Royce ONeale,UTA,77.0,10.3,0.608,9.9,0.109,0.8,1.7,2021-22,1626220.0,31.2,115.8,110.5,USA,USA,3,0.6019527802083539,178
Royce ONeale,BKN,76.0,9.2,0.538,13.6,0.057,-1.1,0.5,2022-23,1626220.0,31.7,113.9,111.8,USA,USA,3,0.5852319836480366,251
Royce ONeale,PHX,79.0,11.1,0.548,13.9,0.085,0.0,1.0,2023-24,1626220.0,24.7,113.6,110.4,USA,USA,3,0.5947744506872241,215
Rudy Gobert,UTA,66.0,24.7,0.732,16.9,0.264,4.6,3.6,2021-22,203497.0,32.1,114.1,104.5,France,International,3,0.6850488414987899,22
Rudy Gobert,MIN,70.0,18.9,0.675,16.3,0.174,0.7,1.4,2022-23,203497.0,30.7,110.8,110.3,France,International,3,0.64578487450978,101
Rudy Gobert,MIN,76.0,19.3,0.675,15.4,0.216,1.8,2.5,2023-24,203497.0,34.1,114.6,106.6,France,International,3,0.6521271183553834,92
Rui Hachimura,WAS,42.0,14.9,0.579,20.9,0.073,-1.4,0.1,2021-22,1629060.0,22.5,108.7,115.8,Japan,International,3,0.6284409786168987,101
Rui Hachimura,LAL,63.0,13.2,0.556,20.2,0.06,-2.2,-0.1,2022-23,1629060.0,23.3,108.5,109.7,Japan,International,3,0.5971342259024053,235
Rui Hachimura,LAL,68.0,15.0,0.628,18.5,0.108,-0.9,0.5,2023-24,1629060.0,26.8,116.1,113.5,Japan,International,3,0.6395613508271181,115
Russell Westbrook,LAL,78.0,15.0,0.512,27.3,0.03,-1.6,0.2,2021-22,201566.0,34.3,107.5,111.5,USA,USA,3,0.6195585088410271,124
Russell Westbrook,LAC,73.0,16.1,0.513,27.7,0.044,0.2,1.2,2022-23,201566.0,29.1,114.1,114.3,USA,USA,3,0.6513373936991662,85
Russell Westbrook,LAC,68.0,16.2,0.514,25.2,0.066,0.5,1.0,2023-24,201566.0,22.5,116.5,112.8,USA,USA,3,0.6441763387567994,107
Saddiq Bey,DET,82.0,14.0,0.529,21.3,0.071,-0.3,1.2,2021-22,1630180.0,33.0,104.7,114.0,USA,USA,3,0.6184829278206538,130
Saddiq Bey,ATL,77.0,14.6,0.564,20.2,0.087,-0.3,0.9,2022-23,1630180.0,27.6,113.9,117.0,USA,USA,3,0.6428918856816002,109
Saddiq Bey,ATL,63.0,13.1,0.549,17.0,0.081,-1.8,0.1,2023-24,1630180.0,32.7,118.6,119.1,USA,USA,3,0.6319637569830084,134
Sam Hauser,BOS,26.0,14.8,0.65,14.5,0.171,2.3,0.2,2021-22,1630573.0,6.1,105.7,106.0,USA,USA,2,0.6040557220514196,176
Sam Hauser,BOS,80.0,12.7,0.634,14.7,0.128,1.0,1.0,2022-23,1630573.0,16.1,114.1,106.4,USA,USA,2,0.6092661944687494,196
Sam Hauser,BOS,79.0,13.0,0.629,15.0,0.134,1.2,1.4,2023-24,1630573.0,22.0,121.3,107.1,USA,USA,2,0.625636153321978,148
Santi Aldama,MEM,32.0,10.2,0.452,18.4,0.044,-5.7,-0.3,2021-22,1630583.0,11.2,105.9,104.6,Spain,International,2,0.5428472534608968,264
Santi Aldama,MEM,77.0,13.9,0.591,16.0,0.13,0.5,1.1,2022-23,1630583.0,21.8,112.7,110.2,Spain,International,2,0.6183597391762247,172
Santi Aldama,MEM,61.0,13.1,0.539,17.9,0.07,-0.2,0.7,2023-24,1630583.0,26.5,106.2,114.6,Spain,International,2,0.6078762486028844,186
Scottie Barnes,TOR,74.0,16.3,0.552,19.0,0.122,0.9,1.9,2021-22,1630567.0,35.4,110.2,108.4,USA,USA,3,0.6218588635178408,115
Scottie Barnes,TOR,77.0,15.5,0.524,20.3,0.09,0.4,1.6,2022-23,1630567.0,34.8,114.8,111.6,USA,USA,3,0.6294517829991548,145
Scottie Barnes,TOR,60.0,19.5,0.566,24.8,0.098,3.7,3.0,2023-24,1630567.0,34.9,112.6,115.8,USA,USA,3,0.6818920490023248,42
Seth Curry,BKN,64.0,13.7,0.615,18.5,0.095,-0.6,0.8,2021-22,203552.0,33.3,113.7,109.2,USA,USA,2,0.6201125510171239,122
Seth Curry,BKN,61.0,12.3,0.593,19.2,0.07,-2.1,0.0,2022-23,203552.0,19.8,110.4,113.9,USA,USA,2,0.615593239881718,175
Seth Curry,CHA,44.0,9.9,0.519,16.8,0.04,-3.3,-0.2,2023-24,203552.0,14.0,110.6,107.5,USA,USA,2,0.5663384993637965,264
Shai GilgeousAlexander,OKC,56.0,20.9,0.557,30.8,0.113,3.4,2.7,2021-22,1628983.0,34.7,106.6,113.0,Canada,International,3,0.6856815104095884,21
Shai GilgeousAlexander,OKC,68.0,27.2,0.626,32.8,0.226,7.3,5.6,2022-23,1628983.0,35.5,116.1,113.3,Canada,International,3,0.7667817863299747,6
Shai GilgeousAlexander,OKC,75.0,29.3,0.636,32.8,0.275,9.0,7.1,2023-24,1628983.0,34.0,121.0,109.7,Canada,International,3,0.7865063808219233,5
Shake Milton,PHI,55.0,11.9,0.517,18.3,0.069,-2.2,-0.1,2021-22,1629003.0,21.4,108.6,109.6,USA,USA,2,0.5838539517893936,217
Shake Milton,PHI,76.0,12.7,0.575,18.5,0.087,-2.0,0.0,2022-23,1629003.0,20.6,114.1,110.2,USA,USA,2,0.6074619474128613,202
Shake Milton,NYK,48.0,9.2,0.499,18.7,0.048,-3.7,-0.3,2023-24,1629003.0,12.1,104.6,109.4,USA,USA,2,0.5659008686940116,267
Spencer Dinwiddie,DAL,67.0,15.1,0.543,21.4,0.098,0.3,1.1,2021-22,203915.0,29.6,108.4,109.4,USA,USA,3,0.6178049148026121,134
Spencer Dinwiddie,BKN,79.0,16.0,0.573,22.1,0.111,0.7,1.8,2022-23,203915.0,34.5,114.1,114.2,USA,USA,3,0.6553382664711808,76
Spencer Dinwiddie,LAL,76.0,11.7,0.543,16.6,0.081,-1.9,0.1,2023-24,203915.0,28.3,116.8,115.2,USA,USA,3,0.6133239616028494,175
Stephen Curry,GSW,64.0,21.4,0.601,30.8,0.173,5.8,4.4,2021-22,201939.0,34.5,114.1,103.4,USA,USA,3,0.6977865654485578,16
Stephen Curry,GSW,56.0,24.1,0.656,31.0,0.192,7.5,4.7,2022-23,201939.0,34.7,118.1,112.4,USA,USA,3,0.7505997945165067,8
Stephen Curry,GSW,74.0,20.6,0.616,31.3,0.142,5.2,4.4,2023-24,201939.0,32.7,117.3,114.7,USA,USA,3,0.7337453280350559,10
Steven Adams,MEM,76.0,17.6,0.56,12.0,0.163,2.0,2.0,2021-22,203500.0,26.3,117.8,109.5,New Zealand,International,2,0.6231569503434398,111
Steven Adams,MEM,42.0,17.5,0.564,14.6,0.144,0.6,0.7,2022-23,203500.0,27.0,118.7,109.0,New Zealand,International,2,0.6187646905118658,171
TJ McConnell,IND,27.0,15.1,0.525,16.2,0.098,0.9,0.5,2021-22,204456.0,24.2,106.8,112.3,USA,USA,2,0.601026305527458,182
TJ McConnell,IND,75.0,16.8,0.59,19.1,0.098,0.5,1.0,2022-23,204456.0,20.4,110.5,112.9,USA,USA,2,0.632912939437594,138
TJ McConnell,IND,71.0,20.9,0.586,23.7,0.143,3.0,1.6,2023-24,204456.0,18.2,118.8,115.2,USA,USA,2,0.6858758800712109,39
Talen HortonTucker,LAL,60.0,11.0,0.503,19.2,0.033,-3.3,-0.5,2021-22,1629659.0,25.2,107.9,110.1,USA,USA,3,0.5746816609956751,236
Talen HortonTucker,UTA,65.0,13.7,0.508,25.9,0.029,-1.6,0.2,2022-23,1629659.0,20.2,112.0,112.0,USA,USA,3,0.6198432504079765,169
Talen HortonTucker,UTA,51.0,13.4,0.503,24.0,0.039,-1.2,0.2,2023-24,1629659.0,19.8,112.5,117.9,USA,USA,3,0.6326109207670905,130
Taurean Prince,MIN,69.0,12.4,0.589,17.0,0.09,-0.9,0.3,2021-22,1627752.0,17.1,111.6,110.9,USA,USA,3,0.6069169200292662,166
Taurean Prince,MIN,54.0,10.0,0.597,17.3,0.052,-3.3,-0.4,2022-23,1627752.0,22.1,111.9,111.0,USA,USA,3,0.5928938216298184,243
Taurean Prince,LAL,78.0,8.8,0.579,13.8,0.043,-2.8,-0.4,2023-24,1627752.0,27.0,113.9,116.5,USA,USA,3,0.5953550667603216,214
Terance Mann,LAC,81.0,13.4,0.572,16.0,0.113,-0.6,0.8,2021-22,1629611.0,28.6,108.6,107.1,USA,USA,3,0.5937945822145833,203
Terance Mann,LAC,81.0,13.4,0.619,15.3,0.111,-0.2,0.8,2022-23,1629611.0,23.1,113.7,113.5,USA,USA,3,0.6252597160459479,156
Terance Mann,LAC,75.0,12.0,0.615,13.6,0.106,-1.5,0.2,2023-24,1629611.0,25.0,116.7,114.8,USA,USA,3,0.618259537117763,169
Terrence Ross,ORL,63.0,10.0,0.515,20.5,0.011,-3.7,-0.6,2021-22,203082.0,23.0,101.9,113.8,USA,USA,2,0.5780694446310188,230
Terrence Ross,PHX,63.0,10.2,0.544,16.8,0.059,-2.1,0.0,2022-23,203082.0,21.1,112.1,114.7,USA,USA,2,0.6000565457159053,225
Terry Rozier,CHA,73.0,17.6,0.566,23.2,0.115,1.7,2.3,2021-22,1626179.0,33.7,113.3,112.0,USA,USA,3,0.6579608950483169,51
Terry Rozier,CHA,63.0,14.7,0.517,26.9,0.037,-0.6,0.8,2022-23,1626179.0,35.3,109.3,115.6,USA,USA,3,0.639752832266103,124
Terry Rozier,MIA,61.0,17.3,0.555,25.9,0.091,1.5,1.8,2023-24,1626179.0,33.4,110.2,117.2,USA,USA,3,0.6693366439991697,58
Theo Maledon,OKC,51.0,10.6,0.5,20.3,0.015,-4.4,-0.6,2021-22,1630177.0,17.8,101.8,112.3,France,International,2,0.5707951714491076,244
Theo Maledon,CHA,44.0,11.6,0.515,17.0,0.047,-2.5,-0.1,2022-23,1630177.0,19.4,106.9,115.8,France,International,2,0.5915590312294193,245
Theo Maledon,PHX,17.0,3.2,0.385,19.6,-0.122,-10.3,-0.5,2023-24,1630177.0,12.5,107.8,121.6,France,International,2,0.5487729292264341,274
Tim Hardaway Jr,DAL,42.0,12.7,0.52,22.0,0.077,-0.2,0.6,2021-22,203501.0,29.6,108.9,107.7,USA,USA,3,0.6013624353319951,180
Tim Hardaway Jr,DAL,71.0,12.1,0.554,20.6,0.051,-1.8,0.1,2022-23,203501.0,30.3,117.9,114.5,USA,USA,3,0.6244856001823251,160
Tim Hardaway Jr,DAL,79.0,12.1,0.542,22.6,0.05,-2.9,-0.5,2023-24,203501.0,26.8,115.7,115.8,USA,USA,3,0.6244486497951817,151
Tobias Harris,PHI,73.0,15.9,0.566,21.7,0.105,0.0,1.3,2021-22,202699.0,34.8,113.2,110.0,USA,USA,3,0.6337450005507851,84
Tobias Harris,PHI,74.0,14.8,0.602,18.2,0.116,0.7,1.7,2022-23,202699.0,32.9,117.2,111.7,USA,USA,3,0.6417703716319973,114
Tobias Harris,PHI,70.0,16.5,0.576,20.7,0.121,0.9,1.7,2023-24,202699.0,33.8,117.0,112.4,USA,USA,3,0.6514152815825456,93
Torrey Craig,PHX,78.0,11.0,0.556,14.3,0.07,-1.8,0.1,2021-22,1628470.0,20.5,106.8,111.8,USA,USA,3,0.5813974686588312,224
Torrey Craig,PHX,79.0,11.6,0.566,13.0,0.098,-0.6,0.7,2022-23,1628470.0,24.7,111.9,115.5,USA,USA,3,0.6071552164188269,203
Torrey Craig,CHI,53.0,10.8,0.568,12.5,0.087,-2.0,0.0,2023-24,1628470.0,19.8,111.2,118.4,USA,USA,3,0.6041062210322075,198
Trae Young,ATL,76.0,25.4,0.603,34.4,0.181,5.2,4.8,2021-22,1629027.0,34.9,117.2,114.9,USA,USA,3,0.7576027670474929,4
Trae Young,ATL,73.0,22.0,0.573,32.6,0.126,3.3,3.4,2022-23,1629027.0,34.8,115.9,114.6,USA,USA,3,0.7195771558011111,21
Trae Young,ATL,54.0,20.3,0.585,30.5,0.114,2.6,2.2,2023-24,1629027.0,36.0,116.6,119.1,USA,USA,3,0.7157289779561073,17
Tre Jones,SAS,69.0,15.0,0.545,15.6,0.121,-0.5,0.4,2021-22,1630200.0,16.6,108.8,109.3,USA,USA,3,0.5960744563680667,194
Tre Jones,SAS,68.0,16.0,0.534,19.3,0.082,-1.0,0.5,2022-23,1630200.0,29.2,110.9,118.8,USA,USA,3,0.6341746367327794,135
Tre Jones,SAS,77.0,14.7,0.591,15.2,0.111,-0.4,0.9,2023-24,1630200.0,27.8,110.9,111.8,USA,USA,3,0.6139093551391562,174
Tre Mann,OKC,60.0,10.2,0.501,22.0,0.002,-4.4,-0.8,2021-22,1630544.0,22.8,101.7,112.0,USA,USA,3,0.5719268003555411,240
Tre Mann,OKC,67.0,10.0,0.492,20.7,0.021,-3.9,-0.6,2022-23,1630544.0,17.7,109.3,108.2,USA,USA,3,0.5695321153348836,275
Tre Mann,CHA,41.0,13.7,0.559,18.2,0.058,-1.3,0.2,2023-24,1630544.0,24.1,107.2,114.1,USA,USA,3,0.6061275676371263,188
Trendon Watford,POR,48.0,15.8,0.59,17.6,0.104,-1.7,0.1,2021-22,1630570.0,18.1,100.5,118.4,USA,USA,2,0.6207946430523013,120
Trendon Watford,POR,62.0,13.6,0.625,16.1,0.084,-1.8,0.1,2022-23,1630570.0,19.1,110.8,117.9,USA,USA,2,0.6276640214599214,148
Trendon Watford,BKN,63.0,15.7,0.611,21.1,0.1,-0.5,0.3,2023-24,1630570.0,13.6,109.0,112.8,USA,USA,2,0.633053269204031,129
Trey Lyles,SAC,75.0,16.4,0.588,20.7,0.111,-0.3,0.7,2021-22,1626168.0,20.5,106.4,113.6,Canada,International,3,0.6324612744705147,86
Trey Lyles,SAC,74.0,14.2,0.607,18.1,0.098,-1.0,0.3,2022-23,1626168.0,16.9,116.3,112.3,Canada,International,3,0.6276099115995356,149
Trey Lyles,SAC,58.0,11.9,0.596,14.4,0.098,-1.1,0.3,2023-24,1626168.0,20.0,117.9,110.2,Canada,International,3,0.605850502338999,191
Trey Murphy III,NOP,62.0,12.5,0.558,15.7,0.104,-1.2,0.2,2021-22,1630530.0,13.9,108.1,107.8,USA,USA,2,0.5845994219522844,214
Trey Murphy III,NOP,79.0,15.2,0.65,16.6,0.15,1.8,2.3,2022-23,1630530.0,31.0,113.3,112.8,USA,USA,2,0.6527188821596226,81
Trey Murphy III,NOP,57.0,16.3,0.612,18.6,0.154,2.5,1.9,2023-24,1630530.0,29.7,115.2,108.2,USA,USA,2,0.6428836616688534,112
Troy Brown Jr,CHI,66.0,10.1,0.525,12.3,0.065,-1.8,0.1,2021-22,1628972.0,16.0,109.3,111.7,USA,USA,2,0.5709775212212416,241
Troy Brown Jr,LAL,76.0,9.6,0.561,12.1,0.075,-1.0,0.5,2022-23,1628972.0,24.5,112.0,112.5,USA,USA,2,0.5864870049249683,248
Troy Brown Jr,DET,59.0,8.8,0.51,14.3,0.048,-2.6,-0.1,2023-24,1628972.0,14.0,106.4,114.2,USA,USA,2,0.5721207118278435,257
Ty Jerome,OKC,48.0,11.3,0.488,20.8,0.032,-2.3,-0.1,2021-22,1629660.0,16.7,98.9,100.4,USA,USA,2,0.5407831001220116,265
Ty Jerome,GSW,45.0,12.8,0.594,14.9,0.124,-0.8,0.3,2022-23,1629660.0,18.1,110.7,116.3,USA,USA,2,0.6210128642605557,167
Ty Jerome,CLE,2.0,7.6,0.5,14.7,0.04,-4.9,0.0,2023-24,1629660.0,7.4,106.7,143.8,USA,USA,2,0.6554363063073378,79
Tyler Herro,MIA,66.0,16.2,0.561,28.8,0.084,0.7,1.5,2021-22,1629639.0,32.6,113.4,108.1,USA,USA,3,0.6512964515662878,57
Tyler Herro,MIA,67.0,15.3,0.566,25.6,0.072,0.6,1.6,2022-23,1629639.0,34.9,113.9,111.3,USA,USA,3,0.649176202208957,90
Tyler Herro,MIA,42.0,15.7,0.558,27.8,0.068,0.8,1.0,2023-24,1629639.0,33.5,112.1,111.1,USA,USA,3,0.6486252138464883,98
Tyrese Haliburton,IND,77.0,18.2,0.595,19.0,0.125,2.6,3.1,2021-22,1630169.0,35.0,110.0,115.9,USA,USA,3,0.6644860379596065,41
Tyrese Haliburton,IND,56.0,23.6,0.624,23.8,0.195,7.2,4.4,2022-23,1630169.0,33.6,116.9,117.9,USA,USA,3,0.7335794600942479,13
Tyrese Haliburton,IND,69.0,23.3,0.605,24.6,0.195,6.9,5.0,2023-24,1630169.0,32.2,122.4,116.2,USA,USA,3,0.7387888838031205,8
Tyrese Maxey,PHI,75.0,16.2,0.594,20.2,0.132,0.6,1.8,2021-22,1630178.0,35.3,113.3,109.7,USA,USA,3,0.6406569414163692,74
Tyrese Maxey,PHI,60.0,17.0,0.605,24.1,0.128,0.6,1.3,2022-23,1630178.0,33.6,118.0,112.6,USA,USA,3,0.667885314643669,54
Tyrese Maxey,PHI,70.0,19.8,0.573,28.0,0.147,3.1,3.4,2023-24,1630178.0,37.5,118.3,113.2,USA,USA,3,0.7025715183645057,24
Tyus Jones,MEM,73.0,16.5,0.544,16.6,0.158,1.7,1.4,2021-22,1626145.0,21.2,113.0,105.5,USA,USA,3,0.6108141438689918,155
Tyus Jones,MEM,80.0,16.0,0.546,17.7,0.141,1.6,1.7,2022-23,1626145.0,24.2,113.6,111.6,USA,USA,3,0.6327062967581221,139
Tyus Jones,WAS,66.0,16.5,0.578,16.3,0.113,0.7,1.3,2023-24,1626145.0,29.3,110.6,122.5,USA,USA,3,0.6544916395578908,84
Walker Kessler,UTA,74.0,21.5,0.702,13.3,0.2,2.9,2.1,2022-23,1631117.0,23.0,115.7,112.7,USA,USA,2,0.6691538259259402,52
Walker Kessler,UTA,64.0,18.0,0.663,12.8,0.131,0.9,1.1,2023-24,1631117.0,23.3,111.4,116.0,USA,USA,2,0.6412208231403264,114
Wendell Carter Jr,ORL,62.0,18.4,0.601,20.9,0.129,1.6,1.7,2021-22,1628976.0,29.9,105.1,108.8,USA,USA,3,0.633866791496477,83
Wendell Carter Jr,ORL,57.0,17.3,0.621,20.5,0.13,1.0,1.3,2022-23,1628976.0,29.6,110.5,111.4,USA,USA,3,0.6457816385411184,102
Wendell Carter Jr,ORL,55.0,15.9,0.623,17.2,0.149,0.9,1.0,2023-24,1628976.0,25.6,110.8,109.6,USA,USA,3,0.62844653411606,140
Wesley Matthews,MIL,49.0,6.9,0.536,10.7,0.056,-3.3,-0.3,2021-22,202083.0,20.5,114.4,107.7,USA,USA,2,0.5514451397520113,258
Wesley Matthews,MIL,52.0,7.0,0.519,9.8,0.073,-2.7,-0.1,2022-23,202083.0,15.8,111.1,108.3,USA,USA,2,0.5477778618076086,285
Wesley Matthews,ATL,36.0,8.2,0.511,11.7,0.049,-2.8,-0.1,2023-24,202083.0,11.5,109.3,114.9,USA,USA,2,0.5685729116853568,260
Will Barton,DEN,71.0,13.4,0.548,20.8,0.067,-0.5,0.9,2021-22,203115.0,32.1,112.5,110.4,USA,USA,2,0.6159022446549738,136
Will Barton,TOR,56.0,10.0,0.493,18.9,0.021,-2.6,-0.2,2022-23,203115.0,17.7,104.9,113.2,USA,USA,2,0.5772575694902528,267
Xavier Tillman Sr,MEM,53.0,15.1,0.51,16.4,0.121,0.7,0.5,2021-22,1630214.0,13.2,105.0,106.4,USA,USA,2,0.5820462268012696,223
Xavier Tillman Sr,MEM,61.0,17.3,0.621,13.7,0.171,1.9,1.2,2022-23,1630214.0,19.3,110.9,110.1,USA,USA,2,0.6259380232779728,154
Xavier Tillman Sr,BOS,54.0,12.2,0.472,14.8,0.071,-1.2,0.2,2023-24,1630214.0,18.0,106.6,109.4,USA,USA,2,0.5659974336126559,265
Zach Collins,SAS,28.0,16.4,0.594,19.2,0.118,-0.2,0.2,2021-22,1628380.0,17.9,110.9,107.8,USA,USA,2,0.6149148187374184,138
Zach Collins,SAS,63.0,16.4,0.599,21.2,0.074,-0.2,0.6,2022-23,1628380.0,22.9,108.7,116.3,USA,USA,2,0.6415216672368174,116
Zach Collins,SAS,69.0,14.3,0.565,22.7,0.057,-2.0,0.0,2023-24,1628380.0,22.1,105.0,116.3,USA,USA,2,0.6241050466424001,152
Zach LaVine,CHI,67.0,20.0,0.605,28.8,0.12,2.4,2.6,2021-22,203897.0,34.7,112.5,113.4,USA,USA,2,0.6931635036354519,19
