player,team,games_played,per,ts,usg,ws_48,bpm,vorp,season,player_id,min,off_rating,def_rating,nationality,player_origin,seasons_played,composite_score,rank
Ja Morant,MEM,57.0,24.4,0.575,33.7,0.171,6.1,3.9,2021-22,1629630.0,33.1,115.3,111.2,USA,USA,2,0.7297814903764752,8
Ja Morant,MEM,61.0,23.3,0.557,34.9,0.148,5.7,3.8,2022-23,1629630.0,31.9,115.8,108.5,USA,USA,2,0.7175596673816181,24
Ja Morant,MEM,9.0,20.6,0.57,30.4,0.124,3.1,0.4,2023-24,1629630.0,35.3,111.0,111.1,USA,USA,2,0.6720755455000333,54
Jabari Smith Jr,HOU,79.0,11.2,0.514,18.4,0.037,-3.7,-1.1,2022-23,1631095.0,31.0,109.1,120.4,USA,USA,2,0.6025177159095512,216
Jabari Smith Jr,HOU,76.0,13.8,0.571,17.6,0.111,-0.4,1.0,2023-24,1631095.0,31.9,111.9,113.8,USA,USA,2,0.6255495402635509,149
Jaden Ivey,DET,74.0,12.1,0.528,25.4,-0.001,-3.3,-0.7,2022-23,1631093.0,31.1,107.1,120.1,USA,USA,2,0.6239097265888697,162
Jaden Ivey,DET,77.0,12.4,0.536,24.9,0.01,-3.1,-0.6,2023-24,1631093.0,28.8,109.9,117.7,USA,USA,2,0.6230112113653727,156
Jaden McDaniels,MIN,70.0,10.3,0.553,15.3,0.065,-2.9,-0.4,2021-22,1630183.0,25.8,109.9,109.3,USA,USA,3,0.5743336733976948,237
Jaden McDaniels,MIN,79.0,12.0,0.611,15.8,0.087,-1.2,0.5,2022-23,1630183.0,30.6,113.6,111.6,USA,USA,3,0.6110191199047827,191
Jaden McDaniels,MIN,72.0,9.4,0.571,15.7,0.077,-2.6,-0.3,2023-24,1630183.0,29.2,114.2,110.4,USA,USA,3,0.5890842906765908,229
Jae Crowder,PHX,67.0,11.3,0.541,14.6,0.11,1.1,1.5,2021-22,203109.0,28.1,116.1,105.9,USA,USA,2,0.5946311480139862,200
Jae Crowder,MIL,18.0,14.6,0.624,13.2,0.165,1.2,0.3,2022-23,203109.0,18.9,111.0,111.8,USA,USA,2,0.6181702912223481,173
Jae Crowder,MIL,50.0,8.9,0.546,11.5,0.065,-2.6,-0.2,2023-24,203109.0,23.1,112.3,114.9,USA,USA,2,0.5803035621094298,244
JaeSean Tate,HOU,78.0,14.3,0.567,19.6,0.071,-1.8,0.1,2021-22,1630256.0,26.4,105.3,114.2,USA,USA,2,0.6110110057092772,154
JaeSean Tate,HOU,31.0,12.2,0.546,18.8,0.049,-3.5,-0.3,2022-23,1630256.0,21.9,107.5,114.8,USA,USA,2,0.5985543330182546,227
JaeSean Tate,HOU,65.0,9.3,0.538,11.7,0.082,-2.3,-0.1,2023-24,1630256.0,15.9,110.1,105.0,USA,USA,2,0.5510519118742971,273
Jakob Poeltl,SAS,68.0,20.8,0.613,18.3,0.168,1.6,1.7,2021-22,1627751.0,29.0,115.2,111.8,Austria,International,3,0.6586673882696531,48
Jakob Poeltl,TOR,72.0,21.0,0.635,18.2,0.15,1.9,1.9,2022-23,1627751.0,26.5,112.4,115.5,Austria,International,3,0.6686405105614003,53
Jakob Poeltl,TOR,50.0,18.9,0.653,16.2,0.138,0.7,0.9,2023-24,1627751.0,26.4,113.6,114.2,Austria,International,3,0.6493217840565936,96
Jalen Brunson,DAL,79.0,17.1,0.583,21.9,0.143,0.9,1.9,2021-22,1628973.0,31.9,113.8,109.4,USA,USA,3,0.6483687401766653,63
Jalen Brunson,NYK,68.0,21.2,0.597,27.2,0.175,3.9,3.5,2022-23,1628973.0,35.0,119.2,117.1,USA,USA,3,0.724310394874402,17
Jalen Brunson,NYK,77.0,23.4,0.592,32.5,0.198,5.8,5.4,2023-24,1628973.0,35.4,121.2,112.6,USA,USA,3,0.7523487816855489,6
Jalen Duren,DET,67.0,17.3,0.655,14.3,0.129,-0.8,0.5,2022-23,1631105.0,24.9,108.0,116.2,USA,USA,2,0.6331176400130135,137
Jalen Duren,DET,61.0,18.7,0.653,18.5,0.13,-0.1,0.9,2023-24,1631105.0,29.1,109.3,117.0,USA,USA,2,0.6569605977192844,77
Jalen Green,HOU,67.0,12.5,0.547,23.7,0.015,-2.9,-0.5,2021-22,1630224.0,31.9,105.7,116.9,USA,USA,3,0.6143580045610744,142
Jalen Green,HOU,76.0,14.5,0.538,28.1,0.034,-2.1,0.0,2022-23,1630224.0,34.2,111.2,120.0,USA,USA,3,0.6545733100181415,79
Jalen Green,HOU,82.0,14.7,0.541,27.4,0.056,-0.5,1.0,2023-24,1630224.0,31.7,113.8,113.8,USA,USA,3,0.6499820012952271,94
Jalen McDaniels,CHA,55.0,12.7,0.595,15.3,0.093,-2.3,-0.1,2021-22,1629667.0,16.3,111.7,109.1,USA,USA,2,0.5929722380018418,206
Jalen McDaniels,PHI,80.0,11.8,0.557,17.2,0.068,-2.1,-0.1,2022-23,1629667.0,23.9,110.5,113.9,USA,USA,2,0.6017535290810041,219
Jalen McDaniels,TOR,50.0,5.0,0.412,18.7,-0.074,-9.0,-1.0,2023-24,1629667.0,10.8,100.9,115.0,USA,USA,2,0.5286027982571635,277
Jalen Smith,IND,51.0,18.4,0.595,20.3,0.145,-0.5,0.3,2021-22,1630188.0,18.1,112.0,109.3,USA,USA,3,0.631595281058908,90
Jalen Smith,IND,68.0,15.9,0.565,21.0,0.085,-2.1,0.0,2022-23,1630188.0,18.8,111.4,115.3,USA,USA,3,0.6301723147934036,142
Jalen Smith,IND,61.0,20.7,0.682,19.4,0.182,2.4,1.2,2023-24,1630188.0,17.2,119.5,118.6,USA,USA,3,0.6990397743484336,29
Jalen Suggs,ORL,48.0,8.6,0.455,25.3,-0.06,-5.6,-1.2,2021-22,1630591.0,27.2,100.6,107.8,USA,USA,3,0.5464408067947987,262
Jalen Suggs,ORL,53.0,12.5,0.528,20.3,0.053,-1.0,0.3,2022-23,1630591.0,23.5,109.7,111.0,USA,USA,3,0.6011293113915298,220
Jalen Suggs,ORL,75.0,14.1,0.602,19.7,0.112,1.0,1.5,2023-24,1630591.0,27.0,111.8,110.8,USA,USA,3,0.6342819698126501,127
Jalen Williams,OKC,75.0,15.6,0.601,18.4,0.119,0.3,1.3,2022-23,1631114.0,30.3,111.6,112.6,USA,USA,2,0.635670702956856,131
Jalen Williams,OKC,71.0,19.1,0.621,23.7,0.157,2.3,2.4,2023-24,1631114.0,31.3,117.7,108.9,USA,USA,2,0.674420890102016,48
Jamal Murray,DEN,65.0,18.0,0.571,26.1,0.116,1.3,1.8,2022-23,1627750.0,32.8,118.9,112.5,Canada,International,2,0.6744225138668491,43
Jamal Murray,DEN,59.0,20.7,0.586,27.9,0.153,4.1,2.9,2023-24,1627750.0,31.5,120.7,112.4,Canada,International,2,0.7054880743464927,22
James Harden,PHI,65.0,20.9,0.583,27.2,0.152,4.0,3.7,2021-22,201935.0,37.2,114.9,111.4,USA,USA,3,0.6970472503330619,17
James Harden,PHI,58.0,21.6,0.607,25.0,0.188,5.4,4.0,2022-23,201935.0,36.8,119.4,113.3,USA,USA,3,0.7153069317136368,26
James Harden,LAC,72.0,18.6,0.612,20.6,0.163,4.1,3.8,2023-24,201935.0,34.3,120.9,115.2,USA,USA,3,0.6979672871057813,31
James Wiseman,DET,45.0,15.6,0.589,21.2,0.077,-3.5,-0.3,2022-23,1630164.0,19.3,104.7,121.9,USA,USA,2,0.6395878281418543,125
James Wiseman,DET,63.0,14.8,0.637,16.3,0.094,-3.5,-0.4,2023-24,1630164.0,17.3,104.8,118.2,USA,USA,2,0.6201545343402307,162
Jaren Jackson Jr,MEM,78.0,17.0,0.535,25.4,0.121,-0.1,1.0,2021-22,1628991.0,27.3,113.9,106.0,USA,USA,3,0.6319497830224416,88
Jaren Jackson Jr,MEM,63.0,21.6,0.613,24.7,0.177,2.8,2.2,2022-23,1628991.0,28.4,116.4,106.6,USA,USA,3,0.6736930257198539,44
Jaren Jackson Jr,MEM,66.0,17.4,0.552,30.4,0.067,0.4,1.3,2023-24,1628991.0,32.2,106.6,113.9,USA,USA,3,0.6610329256852979,70
Jarred Vanderbilt,MIN,74.0,15.3,0.612,10.9,0.153,0.2,1.1,2021-22,1629020.0,25.4,115.5,110.5,USA,USA,2,0.6139983372902877,144
Jarred Vanderbilt,LAL,78.0,15.1,0.604,13.6,0.132,1.1,1.5,2022-23,1629020.0,24.1,114.7,116.2,USA,USA,2,0.638656358300229,127
Jarred Vanderbilt,LAL,29.0,11.6,0.578,11.7,0.089,-1.6,0.0,2023-24,1629020.0,20.0,113.6,109.4,USA,USA,2,0.581311928476709,243
Jarrett Allen,CLE,56.0,23.0,0.698,18.1,0.224,3.9,2.7,2021-22,1628386.0,32.3,110.0,106.7,USA,USA,3,0.6698053578680503,32
Jarrett Allen,CLE,68.0,19.9,0.67,16.4,0.205,2.4,2.4,2022-23,1628386.0,32.6,116.5,108.8,USA,USA,3,0.6635213275437343,62
Jarrett Allen,CLE,77.0,21.8,0.664,19.4,0.21,3.0,3.1,2023-24,1628386.0,31.7,115.5,110.7,USA,USA,3,0.6859900374533794,38
Jaylen Brown,BOS,66.0,18.9,0.574,30.5,0.124,2.1,2.2,2021-22,1627759.0,33.6,113.5,103.8,USA,USA,3,0.6624380366537708,44
Jaylen Brown,BOS,67.0,19.1,0.581,31.4,0.1,1.3,2.0,2022-23,1627759.0,35.9,116.6,111.2,USA,USA,3,0.6874561413369655,32
Jaylen Brown,BOS,70.0,18.6,0.58,28.9,0.121,0.7,1.6,2023-24,1627759.0,33.5,120.2,111.6,USA,USA,3,0.6836193835381641,41
Jaylen Nowell,MIN,62.0,16.8,0.581,21.0,0.138,0.8,0.7,2021-22,1629669.0,15.7,114.5,111.7,USA,USA,2,0.6436865967879294,70
Jaylen Nowell,MIN,65.0,13.7,0.527,25.0,0.046,-2.5,-0.2,2022-23,1629669.0,19.3,111.2,111.3,USA,USA,2,0.614906168450381,180
Jaylen Nowell,DET,13.0,9.2,0.494,17.8,0.016,-5.4,-0.2,2023-24,1629669.0,16.4,103.6,111.0,USA,USA,2,0.5592491580598719,270
Jayson Tatum,BOS,76.0,21.8,0.578,32.1,0.169,5.0,4.8,2021-22,1628369.0,35.9,115.5,103.4,USA,USA,3,0.7019508139724756,14
Jayson Tatum,BOS,74.0,23.7,0.607,32.7,0.185,5.5,5.1,2022-23,1628369.0,36.9,119.2,110.8,USA,USA,3,0.7434466844094159,9
Jayson Tatum,BOS,74.0,22.3,0.604,30.2,0.189,5.1,4.7,2023-24,1628369.0,35.7,121.7,110.5,USA,USA,3,0.7323536357502348,12
Jeff Green,DEN,75.0,12.5,0.627,16.3,0.101,-2.5,-0.2,2021-22,201145.0,24.7,113.3,111.5,USA,USA,3,0.6105261536219433,158
Jeff Green,DEN,56.0,11.0,0.576,17.0,0.074,-3.4,-0.4,2022-23,201145.0,19.5,107.1,115.0,USA,USA,3,0.5983889397951885,229
Jeff Green,HOU,78.0,11.3,0.59,15.5,0.095,-2.1,0.0,2023-24,201145.0,16.8,109.7,112.7,USA,USA,3,0.6001157474082777,205
Jerami Grant,DET,47.0,16.1,0.556,25.7,0.075,1.2,1.2,2021-22,203924.0,31.9,102.9,110.7,USA,USA,3,0.630980569896934,95
Jerami Grant,POR,63.0,16.0,0.606,22.8,0.087,-0.2,1.0,2022-23,203924.0,35.6,116.1,117.3,USA,USA,3,0.6649174147587562,60
Jerami Grant,POR,54.0,15.4,0.573,25.7,0.071,-0.1,0.9,2023-24,203924.0,33.9,107.8,117.5,USA,USA,3,0.6551907769186862,81
Jeremiah RobinsonEarl,OKC,49.0,11.7,0.526,15.4,0.065,-2.2,-0.1,2021-22,1630526.0,22.2,101.1,110.9,USA,USA,2,0.5683474471809062,248
Jeremiah RobinsonEarl,OKC,43.0,13.0,0.548,14.6,0.111,-1.5,0.1,2022-23,1630526.0,18.9,112.9,113.8,USA,USA,2,0.604486474105286,213
Jeremiah RobinsonEarl,NOP,39.0,11.8,0.564,15.4,0.086,-2.2,0.0,2023-24,1630526.0,8.6,106.2,108.1,USA,USA,2,0.5765059293236857,251
Jeremy Sochan,SAS,56.0,11.4,0.509,19.8,0.005,-4.0,-0.7,2022-23,1631110.0,26.0,110.6,117.6,Poland,International,2,0.5981901260262095,230
Jeremy Sochan,SAS,74.0,11.4,0.513,18.8,0.03,-3.4,-0.8,2023-24,1631110.0,29.6,108.1,115.0,Poland,International,2,0.5879118130536104,230
Jimmy Butler,MIA,57.0,23.6,0.592,26.5,0.228,6.3,4.0,2021-22,202710.0,33.9,114.4,108.4,USA,USA,3,0.706241967290721,13
Jimmy Butler,MIA,64.0,27.6,0.647,25.6,0.277,8.7,5.8,2022-23,202710.0,33.4,114.9,113.7,USA,USA,3,0.7564753422042709,7
Jimmy Butler,MIA,60.0,22.0,0.626,24.0,0.214,4.6,3.4,2023-24,202710.0,34.0,116.0,110.5,USA,USA,3,0.7008305387342981,27
Joe Ingles,MIL,46.0,10.7,0.616,12.6,0.107,-0.7,0.3,2022-23,204060.0,22.7,114.9,112.4,Australia,International,2,0.6055057141613338,209
Joe Ingles,ORL,68.0,10.6,0.612,11.6,0.108,-0.5,0.5,2023-24,204060.0,17.2,116.1,110.3,Australia,International,2,0.5984847338994734,206
Joel Embiid,PHI,68.0,31.2,0.616,37.2,0.252,9.2,6.5,2021-22,203954.0,33.8,115.6,107.8,Cameroon,International,2,0.7810509701425995,3
Joel Embiid,PHI,66.0,31.4,0.655,37.0,0.259,9.2,6.4,2022-23,203954.0,34.6,119.0,110.2,Cameroon,International,2,0.7988827486222848,3
Joel Embiid,PHI,39.0,34.1,0.644,39.6,0.275,11.6,4.5,2023-24,203954.0,33.6,119.8,109.5,Cameroon,International,2,0.802106368201307,3
John Collins,ATL,54.0,18.7,0.61,20.5,0.146,1.5,1.5,2021-22,1628381.0,30.8,113.5,112.7,USA,USA,3,0.6583900603089232,49
John Collins,ATL,71.0,13.6,0.593,17.1,0.095,-1.3,0.4,2022-23,1628381.0,30.0,115.0,115.2,USA,USA,3,0.6279186394257743,147
John Collins,UTA,68.0,17.5,0.621,20.4,0.11,-0.9,0.5,2023-24,1628381.0,28.0,114.2,121.7,USA,USA,3,0.6707905001814138,56
John Konchar,MEM,72.0,14.0,0.615,9.9,0.155,1.5,1.2,2021-22,1629723.0,17.9,109.7,107.0,USA,USA,3,0.593686880561188,204
John Konchar,MEM,72.0,10.8,0.542,10.4,0.111,0.5,0.9,2022-23,1629723.0,20.7,114.6,107.5,USA,USA,3,0.5779832014329752,264
John Konchar,MEM,55.0,11.4,0.537,9.7,0.091,-0.4,0.5,2023-24,1629723.0,21.3,106.3,112.2,USA,USA,3,0.5717597096652933,258
Jonas Valanciunas,NOP,74.0,21.2,0.617,23.8,0.156,1.9,2.2,2021-22,202685.0,30.3,111.4,110.2,Lithuania,International,3,0.6704466433961135,30
Jonas Valanciunas,NOP,79.0,19.3,0.61,23.4,0.142,-0.4,0.8,2022-23,202685.0,24.9,112.8,113.5,Lithuania,International,3,0.662383914369018,63
Jonas Valanciunas,NOP,82.0,19.8,0.619,20.8,0.177,1.2,1.6,2023-24,202685.0,23.5,117.3,113.4,Lithuania,International,3,0.6741467478960628,49
Jonathan Kuminga,GSW,70.0,15.2,0.6,22.7,0.123,-1.5,0.1,2021-22,1630228.0,16.9,109.5,107.5,DRC,International,3,0.6210624807668483,117
Jonathan Kuminga,GSW,67.0,13.3,0.597,19.6,0.084,-1.7,0.1,2022-23,1630228.0,20.8,111.7,113.0,DRC,International,3,0.6212818401556743,166
Jonathan Kuminga,GSW,74.0,17.0,0.598,24.1,0.113,-0.4,0.8,2023-24,1630228.0,26.3,115.1,112.2,DRC,International,3,0.6547631309177767,83
Jordan Clarkson,UTA,79.0,14.9,0.532,26.8,0.079,-0.6,0.7,2021-22,203903.0,27.1,115.7,107.0,USA,USA,3,0.6300684672462338,97
Jordan Clarkson,UTA,61.0,14.7,0.558,27.8,0.042,-1.4,0.3,2022-23,203903.0,32.6,117.4,116.6,USA,USA,3,0.6593793174511545,69
Jordan Clarkson,UTA,55.0,12.7,0.521,26.1,0.006,-4.5,-1.1,2023-24,203903.0,30.6,113.9,119.7,USA,USA,3,0.6306298842570153,137
Jordan Goodwin,WAS,2.0,-20.4,0.0,22.2,-0.533,-34.1,0.0,2021-22,1630692.0,3.0,40.0,150.0,USA,USA,2,0.3665791629520757,269
Jordan Goodwin,WAS,62.0,14.8,0.531,17.3,0.097,0.7,0.8,2022-23,1630692.0,17.8,107.1,111.7,USA,USA,2,0.6053611168983861,210
Jordan Goodwin,MEM,57.0,12.6,0.451,19.0,0.054,-1.0,0.3,2023-24,1630692.0,18.5,105.6,109.7,USA,USA,2,0.5755720706424451,253
Jordan Nwora,MIL,62.0,9.9,0.506,19.4,0.025,-4.1,-0.6,2021-22,1629670.0,19.1,109.5,112.5,USA,USA,2,0.5806224422546206,226
Jordan Nwora,IND,62.0,12.2,0.561,19.4,0.06,-2.1,0.0,2022-23,1629670.0,19.2,107.0,117.2,USA,USA,2,0.615026177324757,179
Jordan Nwora,TOR,52.0,13.7,0.565,22.4,0.034,-2.5,-0.1,2023-24,1629670.0,13.7,103.1,116.8,USA,USA,2,0.6165596717364668,171
Jordan Poole,GSW,76.0,16.1,0.598,26.0,0.126,1.0,1.7,2021-22,1629673.0,30.0,112.1,105.5,USA,USA,3,0.6454641762219006,67
Jordan Poole,GSW,82.0,14.6,0.573,29.2,0.063,-1.9,0.1,2022-23,1629673.0,30.0,111.0,111.8,USA,USA,3,0.6439112404715764,103
Jordan Poole,WAS,78.0,12.1,0.529,26.4,-0.013,-3.9,-1.2,2023-24,1629673.0,30.1,108.4,119.5,USA,USA,3,0.6215378666877172,158
Jose Alvarado,NOP,54.0,16.4,0.52,18.4,0.121,1.9,0.8,2021-22,1630631.0,15.4,112.1,104.8,USA,USA,3,0.6009149825457485,183
Jose Alvarado,NOP,61.0,11.8,0.525,19.8,0.066,-1.2,0.3,2022-23,1630631.0,21.5,112.1,108.4,USA,USA,3,0.5949110816210524,242
Jose Alvarado,NOP,56.0,12.5,0.54,17.3,0.097,-0.1,0.5,2023-24,1630631.0,18.4,117.3,105.2,USA,USA,3,0.5946210354844318,216
Josh Giddey,OKC,54.0,13.3,0.478,22.2,0.01,-0.9,0.5,2021-22,1630581.0,31.5,101.1,109.4,Australia,International,3,0.5799411819599709,227
Josh Giddey,OKC,76.0,17.1,0.533,24.6,0.081,1.2,1.9,2022-23,1630581.0,31.1,111.8,114.0,Australia,International,3,0.652685385093885,82
Josh Giddey,OKC,80.0,16.6,0.547,23.1,0.102,1.5,1.8,2023-24,1630581.0,25.1,119.6,111.5,Australia,International,3,0.654919081908471,82
Josh Green,DAL,67.0,11.9,0.578,13.9,0.111,-1.0,0.3,2021-22,1630182.0,15.5,107.5,103.8,Australia,International,3,0.5698979202323725,245
Josh Green,DAL,60.0,11.2,0.645,14.6,0.082,-2.4,-0.2,2022-23,1630182.0,25.7,115.3,112.8,Australia,International,3,0.6099042799278507,194
Josh Green,DAL,57.0,9.9,0.588,13.1,0.071,-2.7,-0.3,2023-24,1630182.0,26.4,116.7,118.8,Australia,International,3,0.611389023628234,178
Josh Hart,POR,54.0,16.1,0.61,18.6,0.117,0.9,1.3,2021-22,1628404.0,33.2,108.4,113.2,USA,USA,3,0.6365408037619535,79
Josh Hart,NYK,76.0,14.1,0.622,12.6,0.118,0.9,1.8,2022-23,1628404.0,32.3,119.4,113.5,USA,USA,3,0.6347220742992189,133
Josh Hart,NYK,81.0,11.8,0.522,13.5,0.1,0.0,1.4,2023-24,1628404.0,33.4,117.2,110.6,USA,USA,3,0.6006274799470636,201
Josh Okogie,MIN,49.0,9.0,0.526,12.1,0.062,-2.7,-0.1,2021-22,1629006.0,10.5,104.1,101.6,Nigeria,International,2,0.5283495899812205,267
Josh Okogie,PHX,72.0,13.3,0.531,17.7,0.101,-0.2,0.6,2022-23,1629006.0,18.8,112.9,108.0,Nigeria,International,2,0.5991830225917607,226
Josh Okogie,PHX,60.0,12.0,0.552,13.0,0.104,-0.5,0.4,2023-24,1629006.0,16.0,112.8,111.5,Nigeria,International,2,0.5937814646979,218
Josh Richardson,SAS,65.0,12.8,0.573,17.6,0.106,0.1,0.9,2021-22,1626196.0,24.6,112.3,107.8,USA,USA,3,0.6063519089024346,168
Josh Richardson,NOP,65.0,12.3,0.555,18.4,0.055,-1.2,0.3,2022-23,1626196.0,23.5,108.4,113.6,USA,USA,3,0.6046620140380212,212
Josh Richardson,MIA,43.0,11.4,0.573,16.5,0.093,-1.3,0.2,2023-24,1626196.0,25.6,108.7,113.7,USA,USA,3,0.6048649948208742,195
Jrue Holiday,MIL,67.0,19.8,0.593,23.5,0.15,3.2,2.9,2021-22,201950.0,32.9,118.2,109.7,USA,USA,3,0.6772157451220318,24
Jrue Holiday,MIL,67.0,19.2,0.586,25.0,0.148,3.1,2.8,2022-23,201950.0,32.6,117.0,107.9,USA,USA,3,0.6721497448244658,48
Jrue Holiday,BOS,69.0,14.4,0.597,16.3,0.133,2.1,2.4,2023-24,201950.0,32.8,120.6,110.9,USA,USA,3,0.6453525051068257,101
Julius Randle,NYK,72.0,15.7,0.509,28.7,0.059,0.5,1.6,2021-22,203944.0,35.3,108.0,111.6,USA,USA,3,0.642199493869702,72
Julius Randle,NYK,77.0,20.3,0.581,29.5,0.142,3.7,3.9,2022-23,203944.0,35.5,118.1,115.4,USA,USA,3,0.7194375504316475,22
Julius Randle,NYK,46.0,18.9,0.569,29.9,0.113,1.9,1.6,2023-24,203944.0,35.4,119.7,113.8,USA,USA,3,0.6923420956894006,34
Justin Holiday,SAC,74.0,9.5,0.543,15.8,0.033,-2.2,-0.1,2021-22,203200.0,27.8,108.8,113.9,USA,USA,2,0.5842455480170354,215
Justin Holiday,DAL,46.0,6.6,0.494,14.1,0.008,-3.9,-0.3,2022-23,203200.0,15.4,104.8,113.9,USA,USA,2,0.5538839858115601,280
Justin Holiday,DEN,58.0,9.7,0.598,10.6,0.101,-1.6,0.1,2023-24,203200.0,14.9,112.8,109.1,USA,USA,2,0.5782566290728532,249
Jusuf Nurkic,POR,56.0,20.0,0.586,23.6,0.11,0.3,0.9,2021-22,203994.0,28.2,109.9,110.1,Bosnia and Herzegovina,International,3,0.6435324268369015,71
Jusuf Nurkic,POR,52.0,17.3,0.589,22.1,0.092,0.1,0.7,2022-23,203994.0,26.8,114.6,114.3,Bosnia and Herzegovina,International,3,0.6499393566795595,88
Jusuf Nurkic,PHX,76.0,17.4,0.559,19.1,0.133,1.1,1.6,2023-24,203994.0,27.3,120.5,111.3,Bosnia and Herzegovina,International,3,0.6474895461659599,100
KJ Martin,HOU,79.0,14.3,0.603,16.3,0.084,-1.2,0.4,2021-22,1630231.0,21.0,108.5,115.4,USA,USA,2,0.6181897848172325,133
KJ Martin,HOU,82.0,15.4,0.635,16.4,0.103,-0.7,0.7,2022-23,1630231.0,28.0,110.6,118.7,USA,USA,2,0.6432267583409572,107
KJ Martin,PHI,60.0,9.9,0.563,13.4,0.071,-4.1,-0.4,2023-24,1630231.0,12.4,110.7,110.5,USA,USA,2,0.572627318617033,256
KarlAnthony Towns,MIN,74.0,24.1,0.64,27.8,0.199,5.0,4.4,2021-22,1626157.0,33.5,116.9,111.6,USA,USA,2,0.7285279694778098,9
KarlAnthony Towns,MIN,29.0,18.8,0.618,25.6,0.133,3.0,1.2,2022-23,1626157.0,33.0,111.2,109.4,USA,USA,2,0.6623511806114295,64
KarlAnthony Towns,MIN,62.0,18.8,0.625,27.4,0.148,2.5,2.3,2023-24,1626157.0,32.7,116.3,109.1,USA,USA,2,0.6841073152299197,40
Kawhi Leonard,LAC,52.0,23.9,0.623,27.0,0.194,6.1,3.5,2022-23,202695.0,33.6,118.2,112.1,USA,USA,2,0.7212147869217557,20
Kawhi Leonard,LAC,68.0,23.2,0.626,26.5,0.184,5.5,4.4,2023-24,202695.0,34.3,119.3,111.1,USA,USA,2,0.7211540041095438,15
Keegan Murray,SAC,80.0,12.3,0.597,15.8,0.087,-0.6,0.8,2022-23,1631099.0,29.8,118.8,117.1,USA,USA,2,0.6357755668715243,130
Keegan Murray,SAC,77.0,13.3,0.569,18.1,0.096,-0.9,0.8,2023-24,1631099.0,33.6,116.2,113.4,USA,USA,2,0.6267226509557267,142
Keita BatesDiop,SAS,59.0,12.4,0.578,14.8,0.08,-2.6,-0.1,2021-22,1628966.0,16.2,107.0,106.2,USA,USA,2,0.5708585883231618,243
Keita BatesDiop,SAS,67.0,14.9,0.609,16.7,0.089,-0.6,0.5,2022-23,1628966.0,21.7,108.1,116.6,USA,USA,2,0.6266529603285342,150
Keita BatesDiop,BKN,53.0,11.5,0.534,13.0,0.091,-1.0,0.2,2023-24,1628966.0,12.5,109.3,113.1,USA,USA,2,0.5864086166970727,233
Keldon Johnson,SAS,75.0,15.2,0.574,21.3,0.098,-0.5,0.9,2021-22,1629640.0,31.9,113.2,111.1,USA,USA,3,0.6315618976447527,91
Keldon Johnson,SAS,63.0,15.3,0.551,27.9,0.03,-1.8,0.1,2022-23,1629640.0,32.8,110.2,121.4,USA,USA,3,0.6605030109279375,68
Keldon Johnson,SAS,69.0,14.2,0.565,21.9,0.071,-1.7,0.2,2023-24,1629640.0,29.5,108.5,116.1,USA,USA,3,0.6291475740816651,138
Kelly Olynyk,DET,40.0,16.7,0.561,21.5,0.104,1.6,0.7,2021-22,203482.0,19.1,108.4,113.3,Canada,International,2,0.6351354188812989,81
Kelly Olynyk,UTA,68.0,14.4,0.643,17.8,0.106,0.4,1.2,2022-23,203482.0,28.6,116.4,116.0,Canada,International,2,0.6529019644728781,80
Kelly Olynyk,TOR,78.0,17.4,0.661,17.5,0.133,1.8,1.7,2023-24,203482.0,22.5,111.7,119.1,Canada,International,2,0.671100676471726,55
Kelly Oubre Jr,CHA,76.0,14.9,0.56,23.0,0.079,-1.4,0.3,2021-22,1626162.0,26.3,112.3,112.4,USA,USA,3,0.6293847272032702,100
Kelly Oubre Jr,CHA,48.0,14.8,0.534,26.5,0.051,-1.1,0.3,2022-23,1626162.0,32.2,107.6,115.3,USA,USA,3,0.6358331542529343,129
Kelly Oubre Jr,PHI,68.0,13.5,0.535,22.4,0.07,-2.3,-0.1,2023-24,1626162.0,30.2,114.1,114.0,USA,USA,3,0.6234471171786004,154
Kenrich Williams,OKC,49.0,13.3,0.532,15.6,0.081,-0.3,0.5,2021-22,1629026.0,21.9,102.0,100.3,USA,USA,2,0.5507631369123211,259
Kenrich Williams,OKC,53.0,14.4,0.585,13.7,0.133,0.5,0.8,2022-23,1629026.0,22.8,113.3,109.2,USA,USA,2,0.6066948519684575,207
Kenrich Williams,OKC,69.0,11.9,0.568,13.4,0.115,-0.8,0.3,2023-24,1629026.0,14.9,115.2,106.7,USA,USA,2,0.5867320037006232,232
Kentavious CaldwellPope,WAS,77.0,12.6,0.568,19.0,0.058,-1.5,0.3,2021-22,203484.0,30.2,109.1,113.8,USA,USA,3,0.6106487843517208,156
Kentavious CaldwellPope,DEN,76.0,11.5,0.598,14.1,0.091,-1.0,0.6,2022-23,203484.0,31.3,121.4,111.5,USA,USA,3,0.6144268243103217,183
Kentavious CaldwellPope,DEN,76.0,10.7,0.602,12.9,0.096,-1.4,0.4,2023-24,203484.0,31.6,122.4,111.0,USA,USA,3,0.6084727824941281,184
Kevin Durant,BKN,55.0,25.6,0.634,31.2,0.198,7.2,4.8,2021-22,201142.0,37.2,116.2,109.7,USA,USA,3,0.7403806895200304,7
Kevin Durant,PHX,47.0,25.9,0.677,30.7,0.194,7.1,3.9,2022-23,201142.0,35.6,117.1,110.3,USA,USA,3,0.7422164665010285,10
