player,team,games_played,per,ts,usg,ws_48,bpm,vorp,season,player_id,min,off_rating,def_rating,nationality,player_origin,seasons_played,composite_score
Nickeil AlexanderWalker,UTA,65,10.5,0.475,24.1,0.003,-2.9,-0.3,2021-22,1629638,22.6,107.6,110.7,Canada,International,3,0.3149
Nickeil AlexanderWalker,MIN,59,11.6,0.565,17.9,0.062,-0.9,0.2,2022-23,1629638,15.0,109.8,111.8,Canada,International,3,0.3845
Nickeil AlexanderWalker,MIN,82,10.9,0.578,14.8,0.107,0.2,1.1,2023-24,1629638,23.4,113.1,105.5,Canada,International,3,0.3305
Nicolas Batum,LAC,59,13.5,0.608,13.3,0.123,2.3,1.6,2021-22,201587,24.8,105.4,109.8,France,International,3,0.3838
Nicolas Batum,LAC,78,11.0,0.594,11.5,0.101,0.5,1.0,2022-23,201587,21.9,114.5,110.0,France,International,3,0.3909
Nicolas Batum,PHI,60,10.2,0.603,8.6,0.103,-0.4,0.6,2023-24,201587,25.5,117.6,111.9,France,International,3,0.4159
Nikola Jokic,DEN,74,32.8,0.661,31.9,0.296,13.7,9.8,2021-22,203999,33.5,117.3,108.9,Serbia,International,3,0.7217
Nikola Jokic,DEN,69,31.5,0.701,27.2,0.308,13.0,8.8,2022-23,203999,33.7,124.2,111.6,Serbia,International,3,0.7786
Nikola Jokic,DEN,79,31.0,0.65,29.3,0.299,13.2,10.6,2023-24,203999,34.6,122.4,110.6,Serbia,International,3,0.7534
Nikola Vucevic,CHI,73,18.2,0.533,24.5,0.09,0.9,1.8,2021-22,202696,33.1,111.3,112.8,Montenegro,International,3,0.4621
Nikola Vucevic,CHI,82,19.1,0.594,21.9,0.145,2.7,3.2,2022-23,202696,33.5,112.3,112.8,Montenegro,International,3,0.5166
Nikola Vucevic,CHI,76,17.7,0.54,23.3,0.1,0.1,1.4,2023-24,202696,34.3,112.5,115.7,Montenegro,International,3,0.501
Norman Powell,LAC,45,16.3,0.603,23.1,0.093,-0.3,0.6,2021-22,1626181,32.4,110.6,118.7,USA,USA,3,0.5428
Norman Powell,LAC,60,17.1,0.612,26.0,0.107,0.3,0.9,2022-23,1626181,26.1,109.2,113.0,USA,USA,3,0.4842
Norman Powell,LAC,76,13.9,0.626,20.0,0.099,-0.8,0.6,2023-24,1626181,26.2,118.0,113.0,USA,USA,3,0.49
OG Anunoby,TOR,48,14.8,0.549,20.5,0.104,0.5,1.1,2021-22,1628384,36.0,112.0,108.1,United Kingdom,International,3,0.3817
OG Anunoby,TOR,67,14.6,0.586,19.5,0.094,0.4,1.5,2022-23,1628384,35.6,114.4,111.4,United Kingdom,International,3,0.4462
OG Anunoby,NYK,50,12.8,0.595,17.6,0.073,-0.6,0.6,2023-24,1628384,34.0,118.2,107.2,United Kingdom,International,3,0.3816
Obi Toppin,NYK,72,18.3,0.614,20.8,0.153,2.0,1.2,2021-22,1630167,17.1,110.9,104.0,USA,USA,3,0.3791
Obi Toppin,NYK,67,13.6,0.565,19.5,0.095,-0.5,0.4,2022-23,1630167,15.7,112.8,110.4,USA,USA,3,0.404
Obi Toppin,IND,82,16.5,0.677,16.8,0.132,1.5,1.5,2023-24,1630167,21.1,120.2,116.6,USA,USA,3,0.5894
Ochai Agbaji,UTA,59,9.5,0.561,15.8,0.053,-3.0,-0.3,2022-23,1630534,20.5,114.4,114.6,USA,USA,2,0.4138
Ochai Agbaji,TOR,78,7.7,0.497,13.4,0.002,-4.4,-1.0,2023-24,1630534,21.0,110.1,117.2,USA,USA,2,0.3653
Onyeka Okongwu,ATL,48,19.8,0.714,14.0,0.202,0.8,0.7,2021-22,1630168,20.7,114.6,109.1,USA,USA,3,0.4902
Onyeka Okongwu,ATL,80,19.4,0.678,15.1,0.185,0.8,1.3,2022-23,1630168,23.1,114.2,112.4,USA,USA,3,0.5208
Onyeka Okongwu,ATL,55,16.9,0.674,13.7,0.153,-0.4,0.5,2023-24,1630168,25.5,118.1,119.0,USA,USA,3,0.5938
Oshae Brissett,IND,67,12.9,0.53,17.3,0.069,-2.2,-0.1,2021-22,1629052,23.3,110.8,116.8,Canada,International,2,0.4402
Oshae Brissett,IND,65,10.6,0.52,16.1,0.05,-3.2,-0.3,2022-23,1629052,16.7,112.4,111.8,Canada,International,2,0.3539
PJ Tucker,MIA,71,11.3,0.593,11.7,0.121,0.6,1.3,2021-22,200782,27.9,113.2,107.1,USA,USA,2,0.3557
PJ Tucker,PHI,75,5.7,0.566,6.5,0.064,-3.0,-0.5,2022-23,200782,25.6,117.3,113.3,USA,USA,2,0.3691
PJ Washington,CHA,65,13.6,0.588,15.6,0.091,-0.1,0.9,2021-22,1629023,27.2,115.0,111.5,USA,USA,3,0.4273
PJ Washington,CHA,73,12.9,0.542,20.6,0.052,-1.3,0.4,2022-23,1629023,32.6,107.5,114.8,USA,USA,3,0.416
PJ Washington,DAL,73,12.2,0.537,19.1,0.04,-2.1,-0.1,2023-24,1629023,30.4,112.8,115.6,USA,USA,3,0.4314
Paolo Banchero,ORL,72,14.9,0.529,27.5,0.047,-1.5,0.3,2022-23,1631094,33.7,111.1,115.3,USA,USA,2,0.4617
Paolo Banchero,ORL,80,17.3,0.546,29.7,0.09,1.3,2.3,2023-24,1631094,35.0,111.9,111.9,USA,USA,2,0.4783
Pascal Siakam,TOR,68,20.3,0.565,25.8,0.151,3.5,3.6,2021-22,1627783,37.9,114.3,109.6,Cameroon,International,3,0.4965
Pascal Siakam,TOR,71,20.3,0.565,27.2,0.141,3.1,3.4,2022-23,1627783,37.4,115.6,113.3,Cameroon,International,3,0.5514
Pascal Siakam,IND,80,19.7,0.601,25.3,0.124,1.9,2.7,2023-24,1627783,33.2,117.6,115.3,Cameroon,International,3,0.578
Pat Connaughton,MIL,65,13.4,0.62,14.0,0.125,1.2,1.4,2021-22,1626192,26.0,111.3,112.1,USA,USA,3,0.4434
Pat Connaughton,MIL,61,10.0,0.531,13.8,0.085,-1.0,0.3,2022-23,1626192,23.7,113.3,109.9,USA,USA,3,0.35
Pat Connaughton,MIL,76,9.6,0.574,10.9,0.08,-1.6,0.2,2023-24,1626192,22.1,115.1,115.9,USA,USA,3,0.4395
Patrick Beverley,MIN,58,14.8,0.539,16.1,0.132,2.7,1.7,2021-22,201976,25.4,113.6,109.8,USA,USA,3,0.4138
Patrick Beverley,CHI,67,8.9,0.534,10.6,0.079,-1.2,0.3,2022-23,201976,27.1,111.6,113.1,USA,USA,3,0.3694
Patrick Beverley,MIL,73,11.6,0.539,14.3,0.09,-1.1,0.3,2023-24,201976,20.0,110.7,112.2,USA,USA,3,0.38
Patrick Williams,CHI,82,11.2,0.576,15.7,0.072,-1.3,0.4,2022-23,1630172,28.3,110.7,113.2,USA,USA,2,0.4056
Patrick Williams,CHI,43,11.0,0.553,16.6,0.048,-2.3,-0.1,2023-24,1630172,27.3,114.3,115.5,USA,USA,2,0.4322
Paul George,LAC,56,19.6,0.588,29.5,0.114,2.8,2.3,2022-23,202331,34.6,116.5,112.5,USA,USA,2,0.5426
Paul George,LAC,74,19.3,0.613,26.6,0.14,3.2,3.3,2023-24,202331,33.8,121.2,112.1,USA,USA,2,0.5731
Precious Achiuwa,TOR,73,12.7,0.503,18.5,0.07,-2.6,-0.2,2021-22,1630173,23.6,108.7,106.7,Nigeria,International,3,0.2858
Precious Achiuwa,TOR,55,15.2,0.554,19.4,0.093,-2.3,-0.1,2022-23,1630173,20.7,114.0,115.6,Nigeria,International,3,0.469
Precious Achiuwa,NYK,74,14.6,0.545,15.9,0.102,-1.4,0.2,2023-24,1630173,21.9,111.2,112.3,Nigeria,International,3,0.4024
Quentin Grimes,NYK,46,10.7,0.565,15.1,0.087,-0.3,0.3,2021-22,1629656,17.1,102.0,105.0,USA,USA,3,0.2554
Quentin Grimes,NYK,71,11.7,0.619,14.4,0.108,-0.1,1.0,2022-23,1629656,29.9,118.6,114.2,USA,USA,3,0.488
Quentin Grimes,DET,51,8.9,0.516,15.8,0.06,-2.2,-0.1,2023-24,1629656,20.1,108.1,109.1,USA,USA,3,0.2986
RJ Barrett,NYK,70,13.7,0.511,27.6,0.046,-1.6,0.2,2021-22,1629628,34.5,108.3,111.6,Canada,International,3,0.3876
RJ Barrett,NYK,73,12.9,0.531,26.2,0.043,-3.1,-0.7,2022-23,1629628,33.9,115.3,116.5,Canada,International,3,0.4731
RJ Barrett,TOR,58,16.4,0.58,26.5,0.075,-0.8,0.6,2023-24,1629628,31.7,113.6,116.9,Canada,International,3,0.5283
RJ Hampton,ORL,64,8.5,0.481,18.4,-0.005,-4.1,-0.7,2021-22,1630181,21.9,99.1,113.5,USA,USA,2,0.2803
RJ Hampton,DET,47,10.8,0.558,17.8,0.042,-2.9,-0.2,2022-23,1630181,15.9,107.1,115.8,USA,USA,2,0.4042
Reggie Bullock Jr,DAL,68,9.2,0.558,13.3,0.08,-1.4,0.3,2021-22,203493,28.0,113.3,106.7,USA,USA,2,0.3097
Reggie Bullock Jr,DAL,78,7.7,0.577,10.0,0.056,-2.6,-0.4,2022-23,203493,30.3,114.7,116.5,USA,USA,2,0.4227
Reggie Jackson,LAC,75,12.1,0.488,27.6,0.008,-3.0,-0.6,2021-22,202704,31.2,108.2,109.4,USA,USA,3,0.3213
Reggie Jackson,DEN,68,10.0,0.514,20.8,0.018,-3.9,-0.8,2022-23,202704,24.4,109.5,111.7,USA,USA,3,0.336
Reggie Jackson,DEN,82,11.7,0.521,21.7,0.056,-3.2,-0.6,2023-24,202704,22.2,112.0,110.6,USA,USA,3,0.3593
Robert Covington,LAC,71,12.4,0.572,13.5,0.08,0.2,1.1,2021-22,203496,27.3,110.9,110.2,USA,USA,2,0.3731
Robert Covington,LAC,48,14.2,0.584,15.6,0.117,1.7,0.7,2022-23,203496,16.2,109.2,110.2,USA,USA,2,0.3975
Romeo Langford,SAS,48,9.2,0.52,12.9,0.082,-1.4,0.1,2021-22,1629641,16.1,104.0,103.1,USA,USA,2,0.2023
Romeo Langford,SAS,43,10.4,0.524,15.4,0.029,-4.2,-0.5,2022-23,1629641,19.6,107.0,115.5,USA,USA,2,0.366
Royce ONeale,UTA,77,10.3,0.608,9.9,0.109,0.8,1.7,2021-22,1626220,31.2,115.8,110.5,USA,USA,3,0.4094
Royce ONeale,BKN,76,9.2,0.538,13.6,0.057,-1.1,0.5,2022-23,1626220,31.7,113.9,111.8,USA,USA,3,0.3702
Royce ONeale,PHX,79,11.1,0.548,13.9,0.085,0.0,1.0,2023-24,1626220,24.7,113.6,110.4,USA,USA,3,0.3767
Rudy Gobert,UTA,66,24.7,0.732,16.9,0.264,4.6,3.6,2021-22,203497,32.1,114.1,104.5,France,International,3,0.5108
Rudy Gobert,MIN,70,18.9,0.675,16.3,0.174,0.7,1.4,2022-23,203497,30.7,110.8,110.3,France,International,3,0.4754
Rudy Gobert,MIN,76,19.3,0.675,15.4,0.216,1.8,2.5,2023-24,203497,34.1,114.6,106.6,France,International,3,0.4654
Rui Hachimura,WAS,42,14.9,0.579,20.9,0.073,-1.4,0.1,2021-22,1629060,22.5,108.7,115.8,Japan,International,3,0.4601
Rui Hachimura,LAL,63,13.2,0.556,20.2,0.06,-2.2,-0.1,2022-23,1629060,23.3,108.5,109.7,Japan,International,3,0.3521
Rui Hachimura,LAL,68,15.0,0.628,18.5,0.108,-0.9,0.5,2023-24,1629060,26.8,116.1,113.5,Japan,International,3,0.4885
Russell Westbrook,LAL,78,15.0,0.512,27.3,0.03,-1.6,0.2,2021-22,201566,34.3,107.5,111.5,USA,USA,3,0.3807
Russell Westbrook,LAC,73,16.1,0.513,27.7,0.044,0.2,1.2,2022-23,201566,29.1,114.1,114.3,USA,USA,3,0.4716
Russell Westbrook,LAC,68,16.2,0.514,25.2,0.066,0.5,1.0,2023-24,201566,22.5,116.5,112.8,USA,USA,3,0.4608
Saddiq Bey,DET,82,14.0,0.529,21.3,0.071,-0.3,1.2,2021-22,1630180,33.0,104.7,114.0,USA,USA,3,0.4084
Saddiq Bey,ATL,77,14.6,0.564,20.2,0.087,-0.3,0.9,2022-23,1630180,27.6,113.9,117.0,USA,USA,3,0.5049
Saddiq Bey,ATL,63,13.1,0.549,17.0,0.081,-1.8,0.1,2023-24,1630180,32.7,118.6,119.1,USA,USA,3,0.5201
Sam Hauser,BOS,80,12.7,0.634,14.7,0.128,1.0,1.0,2022-23,1630573,16.1,114.1,106.4,USA,USA,2,0.3824
Sam Hauser,BOS,79,13.0,0.629,15.0,0.134,1.2,1.4,2023-24,1630573,22.0,121.3,107.1,USA,USA,2,0.4299
Santi Aldama,MEM,77,13.9,0.591,16.0,0.13,0.5,1.1,2022-23,1630583,21.8,112.7,110.2,Spain,International,2,0.4186
Santi Aldama,MEM,61,13.1,0.539,17.9,0.07,-0.2,0.7,2023-24,1630583,26.5,106.2,114.6,Spain,International,2,0.4091
Scottie Barnes,TOR,74,16.3,0.552,19.0,0.122,0.9,1.9,2021-22,1630567,35.4,110.2,108.4,USA,USA,3,0.3903
Scottie Barnes,TOR,77,15.5,0.524,20.3,0.09,0.4,1.6,2022-23,1630567,34.8,114.8,111.6,USA,USA,3,0.4322
Scottie Barnes,TOR,60,19.5,0.566,24.8,0.098,3.7,3.0,2023-24,1630567,34.9,112.6,115.8,USA,USA,3,0.5473
Seth Curry,BKN,64,13.7,0.615,18.5,0.095,-0.6,0.8,2021-22,203552,33.3,113.7,109.2,USA,USA,2,0.4098
Seth Curry,BKN,61,12.3,0.593,19.2,0.07,-2.1,0.0,2022-23,203552,19.8,110.4,113.9,USA,USA,2,0.4294
Shai GilgeousAlexander,OKC,56,20.9,0.557,30.8,0.113,3.4,2.7,2021-22,1628983,34.7,106.6,113.0,Canada,International,3,0.5058
Shai GilgeousAlexander,OKC,68,27.2,0.626,32.8,0.226,7.3,5.6,2022-23,1628983,35.5,116.1,113.3,Canada,International,3,0.6746
Shai GilgeousAlexander,OKC,75,29.3,0.636,32.8,0.275,9.0,7.1,2023-24,1628983,34.0,121.0,109.7,Canada,International,3,0.69
Shake Milton,PHI,55,11.9,0.517,18.3,0.069,-2.2,-0.1,2021-22,1629003,21.4,108.6,109.6,USA,USA,2,0.3286
Shake Milton,PHI,76,12.7,0.575,18.5,0.087,-2.0,0.0,2022-23,1629003,20.6,114.1,110.2,USA,USA,2,0.3938
Spencer Dinwiddie,DAL,67,15.1,0.543,21.4,0.098,0.3,1.1,2021-22,203915,29.6,108.4,109.4,USA,USA,3,0.3821
Spencer Dinwiddie,BKN,79,16.0,0.573,22.1,0.111,0.7,1.8,2022-23,203915,34.5,114.1,114.2,USA,USA,3,0.4996
Spencer Dinwiddie,LAL,76,11.7,0.543,16.6,0.081,-1.9,0.1,2023-24,203915,28.3,116.8,115.2,USA,USA,3,0.451
Stephen Curry,GSW,64,21.4,0.601,30.8,0.173,5.8,4.4,2021-22,201939,34.5,114.1,103.4,USA,USA,3,0.4676
Stephen Curry,GSW,56,24.1,0.656,31.0,0.192,7.5,4.7,2022-23,201939,34.7,118.1,112.4,USA,USA,3,0.6515
Stephen Curry,GSW,74,20.6,0.616,31.3,0.142,5.2,4.4,2023-24,201939,32.7,117.3,114.7,USA,USA,3,0.6279
Steven Adams,MEM,76,17.6,0.56,12.0,0.163,2.0,2.0,2021-22,203500,26.3,117.8,109.5,New Zealand,International,2,0.4394
Steven Adams,MEM,42,17.5,0.564,14.6,0.144,0.6,0.7,2022-23,203500,27.0,118.7,109.0,New Zealand,International,2,0.4272
TJ McConnell,IND,75,16.8,0.59,19.1,0.098,0.5,1.0,2022-23,204456,20.4,110.5,112.9,USA,USA,2,0.4537
TJ McConnell,IND,71,20.9,0.586,23.7,0.143,3.0,1.6,2023-24,204456,18.2,118.8,115.2,USA,USA,2,0.5772
Talen HortonTucker,LAL,60,11.0,0.503,19.2,0.033,-3.3,-0.5,2021-22,1629659,25.2,107.9,110.1,USA,USA,3,0.3093
Talen HortonTucker,UTA,65,13.7,0.508,25.9,0.029,-1.6,0.2,2022-23,1629659,20.2,112.0,112.0,USA,USA,3,0.3973
Talen HortonTucker,UTA,51,13.4,0.503,24.0,0.039,-1.2,0.2,2023-24,1629659,19.8,112.5,117.9,USA,USA,3,0.4744
Taurean Prince,MIN,69,12.4,0.589,17.0,0.09,-0.9,0.3,2021-22,1627752,17.1,111.6,110.9,USA,USA,3,0.3982
Taurean Prince,MIN,54,10.0,0.597,17.3,0.052,-3.3,-0.4,2022-23,1627752,22.1,111.9,111.0,USA,USA,3,0.372
Taurean Prince,LAL,78,8.8,0.579,13.8,0.043,-2.8,-0.4,2023-24,1627752,27.0,113.9,116.5,USA,USA,3,0.4318
Terance Mann,LAC,81,13.4,0.572,16.0,0.113,-0.6,0.8,2021-22,1629611,28.6,108.6,107.1,USA,USA,3,0.3378
Terance Mann,LAC,81,13.4,0.619,15.3,0.111,-0.2,0.8,2022-23,1629611,23.1,113.7,113.5,USA,USA,3,0.4637
Terance Mann,LAC,75,12.0,0.615,13.6,0.106,-1.5,0.2,2023-24,1629611,25.0,116.7,114.8,USA,USA,3,0.4726
Terrence Ross,ORL,63,10.0,0.515,20.5,0.011,-3.7,-0.6,2021-22,203082,23.0,101.9,113.8,USA,USA,2,0.3291
Terrence Ross,PHX,63,10.2,0.544,16.8,0.059,-2.1,0.0,2022-23,203082,21.1,112.1,114.7,USA,USA,2,0.4112
Terry Rozier,CHA,73,17.6,0.566,23.2,0.115,1.7,2.3,2021-22,1626179,33.7,113.3,112.0,USA,USA,3,0.4807
Terry Rozier,CHA,63,14.7,0.517,26.9,0.037,-0.6,0.8,2022-23,1626179,35.3,109.3,115.6,USA,USA,3,0.454
Terry Rozier,MIA,61,17.3,0.555,25.9,0.091,1.5,1.8,2023-24,1626179,33.4,110.2,117.2,USA,USA,3,0.5298
Theo Maledon,OKC,51,10.6,0.5,20.3,0.015,-4.4,-0.6,2021-22,1630177,17.8,101.8,112.3,France,International,2,0.3023
Theo Maledon,CHA,44,11.6,0.515,17.0,0.047,-2.5,-0.1,2022-23,1630177,19.4,106.9,115.8,France,International,2,0.3904
Tim Hardaway Jr,DAL,42,12.7,0.52,22.0,0.077,-0.2,0.6,2021-22,203501,29.6,108.9,107.7,USA,USA,3,0.3359
Tim Hardaway Jr,DAL,71,12.1,0.554,20.6,0.051,-1.8,0.1,2022-23,203501,30.3,117.9,114.5,USA,USA,3,0.4571
Tim Hardaway Jr,DAL,79,12.1,0.542,22.6,0.05,-2.9,-0.5,2023-24,203501,26.8,115.7,115.8,USA,USA,3,0.4587
Tobias Harris,PHI,73,15.9,0.566,21.7,0.105,0.0,1.3,2021-22,202699,34.8,113.2,110.0,USA,USA,3,0.4265
Tobias Harris,PHI,74,14.8,0.602,18.2,0.116,0.7,1.7,2022-23,202699,32.9,117.2,111.7,USA,USA,3,0.4744
Tobias Harris,PHI,70,16.5,0.576,20.7,0.121,0.9,1.7,2023-24,202699,33.8,117.0,112.4,USA,USA,3,0.4893
Torrey Craig,PHX,78,11.0,0.556,14.3,0.07,-1.8,0.1,2021-22,1628470,20.5,106.8,111.8,USA,USA,3,0.3512
Torrey Craig,PHX,79,11.6,0.566,13.0,0.098,-0.6,0.7,2022-23,1628470,24.7,111.9,115.5,USA,USA,3,0.4427
Torrey Craig,CHI,53,10.8,0.568,12.5,0.087,-2.0,0.0,2023-24,1628470,19.8,111.2,118.4,USA,USA,3,0.4618
Trae Young,ATL,76,25.4,0.603,34.4,0.181,5.2,4.8,2021-22,1629027,34.9,117.2,114.9,USA,USA,3,0.6653
Trae Young,ATL,73,22.0,0.573,32.6,0.126,3.3,3.4,2022-23,1629027,34.8,115.9,114.6,USA,USA,3,0.5937
Trae Young,ATL,54,20.3,0.585,30.5,0.114,2.6,2.2,2023-24,1629027,36.0,116.6,119.1,USA,USA,3,0.6353
Tre Jones,SAS,69,15.0,0.545,15.6,0.121,-0.5,0.4,2021-22,1630200,16.6,108.8,109.3,USA,USA,3,0.3618
Tre Jones,SAS,68,16.0,0.534,19.3,0.082,-1.0,0.5,2022-23,1630200,29.2,110.9,118.8,USA,USA,3,0.4982
Tre Jones,SAS,77,14.7,0.591,15.2,0.111,-0.4,0.9,2023-24,1630200,27.8,110.9,111.8,USA,USA,3,0.4208
Tre Mann,OKC,60,10.2,0.501,22.0,0.002,-4.4,-0.8,2021-22,1630544,22.8,101.7,112.0,USA,USA,3,0.2976
Tre Mann,OKC,67,10.0,0.492,20.7,0.021,-3.9,-0.6,2022-23,1630544,17.7,109.3,108.2,USA,USA,3,0.2814
Tre Mann,CHA,41,13.7,0.559,18.2,0.058,-1.3,0.2,2023-24,1630544,24.1,107.2,114.1,USA,USA,3,0.406
Trendon Watford,POR,48,15.8,0.59,17.6,0.104,-1.7,0.1,2021-22,1630570,18.1,100.5,118.4,USA,USA,2,0.4616
Trendon Watford,POR,62,13.6,0.625,16.1,0.084,-1.8,0.1,2022-23,1630570,19.1,110.8,117.9,USA,USA,2,0.4964
Trey Lyles,SAC,75,16.4,0.588,20.7,0.111,-0.3,0.7,2021-22,1626168,20.5,106.4,113.6,Canada,International,3,0.4472
Trey Lyles,SAC,74,14.2,0.607,18.1,0.098,-1.0,0.3,2022-23,1626168,16.9,116.3,112.3,Canada,International,3,0.4566
Trey Lyles,SAC,58,11.9,0.596,14.4,0.098,-1.1,0.3,2023-24,1626168,20.0,117.9,110.2,Canada,International,3,0.411
Trey Murphy III,NOP,79,15.2,0.65,16.6,0.15,1.8,2.3,2022-23,1630530,31.0,113.3,112.8,USA,USA,2,0.504
Trey Murphy III,NOP,57,16.3,0.612,18.6,0.154,2.5,1.9,2023-24,1630530,29.7,115.2,108.2,USA,USA,2,0.4478
Troy Brown Jr,CHI,66,10.1,0.525,12.3,0.065,-1.8,0.1,2021-22,1628972,16.0,109.3,111.7,USA,USA,2,0.3382
Troy Brown Jr,LAL,76,9.6,0.561,12.1,0.075,-1.0,0.5,2022-23,1628972,24.5,112.0,112.5,USA,USA,2,0.3816
Ty Jerome,OKC,48,11.3,0.488,20.8,0.032,-2.3,-0.1,2021-22,1629660,16.7,98.9,100.4,USA,USA,2,0.1444
Ty Jerome,GSW,45,12.8,0.594,14.9,0.124,-0.8,0.3,2022-23,1629660,18.1,110.7,116.3,USA,USA,2,0.4737
Tyler Herro,MIA,66,16.2,0.561,28.8,0.084,0.7,1.5,2021-22,1629639,32.6,113.4,108.1,USA,USA,3,0.4235
Tyler Herro,MIA,67,15.3,0.566,25.6,0.072,0.6,1.6,2022-23,1629639,34.9,113.9,111.3,USA,USA,3,0.4534
Tyler Herro,MIA,42,15.7,0.558,27.8,0.068,0.8,1.0,2023-24,1629639,33.5,112.1,111.1,USA,USA,3,0.444
Tyrese Haliburton,IND,77,18.2,0.595,19.0,0.125,2.6,3.1,2021-22,1630169,35.0,110.0,115.9,USA,USA,3,0.5281
Tyrese Haliburton,IND,56,23.6,0.624,23.8,0.195,7.2,4.4,2022-23,1630169,33.6,116.9,117.9,USA,USA,3,0.6789
Tyrese Haliburton,IND,69,23.3,0.605,24.6,0.195,6.9,5.0,2023-24,1630169,32.2,122.4,116.2,USA,USA,3,0.6785
Tyrese Maxey,PHI,75,16.2,0.594,20.2,0.132,0.6,1.8,2021-22,1630178,35.3,113.3,109.7,USA,USA,3,0.4431
Tyrese Maxey,PHI,60,17.0,0.605,24.1,0.128,0.6,1.3,2022-23,1630178,33.6,118.0,112.6,USA,USA,3,0.5195
Tyrese Maxey,PHI,70,19.8,0.573,28.0,0.147,3.1,3.4,2023-24,1630178,37.5,118.3,113.2,USA,USA,3,0.5686
Tyus Jones,MEM,73,16.5,0.544,16.6,0.158,1.7,1.4,2021-22,1626145,21.2,113.0,105.5,USA,USA,3,0.3639
Tyus Jones,MEM,80,16.0,0.546,17.7,0.141,1.6,1.7,2022-23,1626145,24.2,113.6,111.6,USA,USA,3,0.4485
Tyus Jones,WAS,66,16.5,0.578,16.3,0.113,0.7,1.3,2023-24,1626145,29.3,110.6,122.5,USA,USA,3,0.5759
Walker Kessler,UTA,74,21.5,0.702,13.3,0.2,2.9,2.1,2022-23,1631117,23.0,115.7,112.7,USA,USA,2,0.5587
Walker Kessler,UTA,64,18.0,0.663,12.8,0.131,0.9,1.1,2023-24,1631117,23.3,111.4,116.0,USA,USA,2,0.5209
Wendell Carter Jr,ORL,62,18.4,0.601,20.9,0.129,1.6,1.7,2021-22,1628976,29.9,105.1,108.8,USA,USA,3,0.4076
Wendell Carter Jr,ORL,57,17.3,0.621,20.5,0.13,1.0,1.3,2022-23,1628976,29.6,110.5,111.4,USA,USA,3,0.4655
Wendell Carter Jr,ORL,55,15.9,0.623,17.2,0.149,0.9,1.0,2023-24,1628976,25.6,110.8,109.6,USA,USA,3,0.431
Wesley Matthews,MIL,49,6.9,0.536,10.7,0.056,-3.3,-0.3,2021-22,202083,20.5,114.4,107.7,USA,USA,2,0.285
Wesley Matthews,MIL,52,7.0,0.519,9.8,0.073,-2.7,-0.1,2022-23,202083,15.8,111.1,108.3,USA,USA,2,0.2777
Will Barton,DEN,71,13.4,0.548,20.8,0.067,-0.5,0.9,2021-22,203115,32.1,112.5,110.4,USA,USA,2,0.3948
Will Barton,TOR,56,10.0,0.493,18.9,0.021,-2.6,-0.2,2022-23,203115,17.7,104.9,113.2,USA,USA,2,0.3307
Xavier Tillman Sr,MEM,61,17.3,0.621,13.7,0.171,1.9,1.2,2022-23,1630214,19.3,110.9,110.1,USA,USA,2,0.4412
Xavier Tillman Sr,BOS,54,12.2,0.472,14.8,0.071,-1.2,0.2,2023-24,1630214,18.0,106.6,109.4,USA,USA,2,0.2947
Zach Collins,SAS,63,16.4,0.599,21.2,0.074,-0.2,0.6,2022-23,1628380,22.9,108.7,116.3,USA,USA,2,0.4882
Zach Collins,SAS,69,14.3,0.565,22.7,0.057,-2.0,0.0,2023-24,1628380,22.1,105.0,116.3,USA,USA,2,0.4414
Zach LaVine,CHI,67,20.0,0.605,28.8,0.12,2.4,2.6,2021-22,203897,34.7,112.5,113.4,USA,USA,2,0.544
Zach LaVine,CHI,77,19.0,0.607,28.3,0.123,1.9,2.7,2022-23,203897,35.9,112.0,111.7,USA,USA,2,0.5145
Ziaire Williams,MEM,62,9.7,0.559,14.9,0.08,-3.0,-0.3,2021-22,1630533,21.7,112.9,108.8,USA,USA,2,0.3336
Ziaire Williams,MEM,51,9.3,0.511,19.7,0.01,-4.5,-0.6,2023-24,1630533,20.3,102.5,112.4,USA,USA,2,0.3031
