player,nationality,player_origin,avg_per,avg_ts,avg_usg,avg_ws_48,avg_bpm,avg_vorp,avg_off_rating,avg_def_rating,composite_score
Jabari Smith Jr,USA,USA,12.493437846267495,0.5423561373989413,18.00201912422539,0.07381323100915173,-2.0583288874297208,-0.055300201091640334,110.49293306521116,117.11665777485946,0.4470028682162388
Jaden Ivey,USA,USA,12.24721841115291,0.531925824297411,25.154635981411815,0.00439800840894003,-3.201854392564727,-0.6509271962823634,108.47403850409383,118.92225271077673,0.45679002276641356
Jaden McDaniels,USA,USA,10.650535900597555,0.5811470169780898,15.624015934743433,0.07739552309589302,-2.1506402352271654,-0.022830313952385484,112.74307123209715,110.54453191691171,0.3431264296441552
Jae Crowder,USA,USA,10.387467491852389,0.5429011093919742,13.421312176976002,0.0928900154722323,-0.30682095006090127,0.8536228067287752,114.65515686209962,109.32199690555356,0.32659462245158594
JaeSean Tate,USA,USA,12.629129886506936,0.5573089533417402,16.960025220680958,0.07467591424968474,-1.9670870113493064,0.03316519546027742,106.90403530895334,111.12559899117278,0.32117702300535744
Jakob Poeltl,Austria,International,20.391076923076923,0.6312261538461539,17.73023076923077,0.15378,1.4816153846153846,1.5703076923076924,113.76646153846153,113.76684615384615,0.5237896098111443
Jalen Brunson,USA,USA,20.63145727061724,0.590586278340917,27.34296148651307,0.1726462056937542,3.5877378407794485,3.6503901178877247,118.13036362921098,112.94693347670439,0.5892949268858535
Jalen Duren,USA,USA,18.021711099494688,0.653968984143579,16.46513329848406,0.12951550792821048,-0.43914445025265725,0.7062031712841959,108.67016030667364,116.61240634256839,0.5180623849153715
Jalen Green,USA,USA,13.988171867119235,0.5416851511062039,26.57003094371516,0.03625985904933273,-1.7661350345560873,0.20866560340244555,110.51886885044782,116.89991548412603,0.4720877267518816
Jalen McDaniels,USA,USA,12.08728858821435,0.5691299626134948,16.593501869325266,0.07598023856150972,-2.1638419084920777,-0.1,110.88305145095246,112.36779419619015,0.36754511860886174
Jalen Smith,USA,USA,18.159178023195008,0.6112821546128526,20.28480327314117,0.13334601778078567,-0.1932229981234813,0.47250438367120934,114.18474790045224,114.66129449041746,0.5148035502914261
Jalen Suggs,USA,USA,12.095323528769038,0.5399187080701907,21.4610323200979,0.046868621752147024,-1.4273857651712152,0.4030571884355674,108.03297786324597,109.99850964795348,0.31163013991723626
Jalen Williams,USA,USA,17.330455192667085,0.6108883153866691,21.020403577467295,0.1377877992346712,1.2888315386669038,1.8438573462667973,114.61593619293406,110.77066165346623,0.46507316165759094
Jamal Murray,Canada,International,19.257474000751785,0.5779859666708431,26.938316000501192,0.13323205112141337,2.6040471118907402,2.312304222528505,119.73831600050119,112.45342688886105,0.5500468145240056
James Harden,USA,USA,20.303873540301907,0.6004941612076332,24.210105383081743,0.16681116491028197,4.460712047849615,3.826357163201367,118.37798348048989,113.31396183423524,0.5903595038414583
James Wiseman,USA,USA,15.154779411764707,0.6157132352941177,18.473023897058827,0.0864609375,-3.5,-0.35565257352941176,104.7556525735294,119.84085477941177,0.4995254925473251
